elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_7,elevation_8
68.11585418148933,15.479317162382731,41.79205074468326,59.15548621597272,84.00088158230767,14.644633621971362,16.955076587097683,31.526228957983413
68.12325095086709,15.480424761671927,41.8016483206626,59.15538341934045,84.01428211462948,14.634261997704002,16.9648023744239,31.515063204939903
68.13000693924525,15.486181274079545,41.813868835441006,59.17672995974147,84.01596816696404,14.637016953955348,16.957076570293598,31.5078689646769
68.11570738062429,15.483602963570124,41.80637340023537,59.170760372143526,84.00541387330539,14.631979634810266,16.955454057955794,31.510495959959496
68.10930035569592,15.47779611727011,41.80587405268934,59.173539915012014,84.00024177491471,14.627463190081555,16.96578735596941,31.49676712410125
68.10957511490336,15.47150141836151,41.81301393574943,59.16051247626403,83.99803515297549,14.633277701373512,16.989377982310977,31.485765667537347
68.12774692072522,15.475036716698769,41.80334743677921,59.15092698230236,83.99797168441236,14.633875227612865,16.98882672479694,31.467324065393647
68.12375163402514,15.47947679442168,41.8013449449988,59.1428111457684,84.01439345172916,14.618926778187815,16.975462905220038,31.461925556381555
68.13144671451263,15.473287334791154,41.80758379435973,59.16323481846998,84.02364348400167,14.632247760115005,16.961081593476088,31.450936432160976
68.13439140407016,15.472579535455274,41.796805935935744,59.14543689295346,84.02824318321163,14.641451085524787,16.954005106769138,31.448844300867044
68.14113189441527,15.465928706172331,41.79890322169364,59.15480841857211,84.01892591332634,14.637281091261475,16.96908101598141,31.455405297619958
68.14222368289472,15.46612981478293,41.78486832864089,59.15063425590679,84.01076564219687,14.646273877911975,16.998194207100493,31.45660203427323
68.13626828620139,15.442528798166187,41.787937856168085,59.16321025444121,84.00142353058565,14.628177285951057,16.997792698835198,31.450471130269612
68.15298151125711,15.441176330606094,41.78830952223116,59.183442554360525,83.98326315185612,14.631018454030649,16.996232410318417,31.468505901514217
68.16214042305197,15.444110375090473,41.79543924211471,59.19483053473071,83.98838397814798,14.647376446801594,16.989496806078503,31.467924708612866
68.16011269980149,15.456795169567663,41.761544208183935,59.1935813192656,84.00420276812336,14.635782896243658,16.99448465306807,31.460624333031845
68.16199199573022,15.460357237770737,41.7712650037988,59.195182455975925,83.98655880688445,14.624574272187905,16.975701267592303,31.444540647972953
68.15899404367981,15.440607033262093,41.766226821248324,59.1979788414041,83.987610269792,14.635431833400226,16.983814528246295,31.45181517431315
68.1565108122511,15.444936087349301,41.7570931811627,59.19911352713367,83.98716079922876,14.63673121597707,16.993067829184746,31.463401411243986
68.15148707591281,15.441367238397753,41.75635615958079,59.20367955742819,83.9843413461002,14.629167405243422,16.9858520351885,31.4415032209933
68.15899352556637,15.4543136602709,41.76649102905758,59.19383290720196,83.98972354880564,14.61993787082918,16.99318788820539,31.43914309549879
