azimuth_1,azimuth_2,azimuth_3,azimuth_4,azimuth_5,azimuth_6,azimuth_7,azimuth_8
200.1110836741265,164.88928156822482,218.84080812469912,310.1008906801471,4.184945670726552,163.60767571327935,228.92520759521028,331.5836260692769
200.19467800619933,164.8470402009963,218.85319960817523,310.03852562870685,4.206141727239758,163.57507489599425,228.94790761709058,331.64279610901315
200.14881930740148,164.9057622724305,218.92311122726952,310.0902795828627,4.207751125406708,163.53191581723812,229.0196186655157,331.6888623450977
200.0856980426716,164.85398411306787,218.99465845339566,309.8889184507085,4.219352876784054,163.51287850212157,228.92107256010146,331.6969032101772
200.13041035342215,164.8505911115466,218.98957481339505,309.85511024783483,4.229405804718835,163.52178543330896,228.9257184761822,331.6966415099772
200.26931608552758,164.90054168906636,219.0299269007315,309.7771555387649,4.223475242109057,163.49277873221186,228.88397282213094,331.7698664309617
200.261484176399,164.90477121358728,219.05392475394865,309.7286505183193,4.288428381426025,163.62378812742273,228.86852039359843,331.7580895862154
200.23039930623779,164.93735057438107,219.02195309391638,309.6887175666956,4.274134677379199,163.58985417907843,228.86092431827802,331.7564121145864
200.14736620688635,164.97494225950007,219.04091832386067,309.7663602957312,4.246201856209013,163.57924072764098,228.85046562550247,331.7605846226906
200.13598073958067,164.99014995013962,219.03966224910246,309.7999222536951,4.183715053153125,163.57611256064874,228.97297454558387,331.6909159687612
200.09720189684649,164.89344626201301,219.01867656033693,309.83536253809535,4.18949628901902,163.60269397505266,228.95031984804126,331.72169237049303
200.17435559442305,164.8915628915199,219.02522531372324,309.78797705016535,4.239019502386978,163.51038259560931,228.96227832061706,331.70609107119543
200.12916253511221,164.9837880322495,219.009740807968,309.8857832873104,4.261793601978845,163.57315324740037,228.90249399365592,331.7031242594722
200.10455228848573,164.96291595723687,218.99204142125186,309.7528587047745,4.244761015300567,163.6013900575716,228.89486329679002,331.77031650219345
200.05011572335223,164.8976331613325,219.01817180278312,309.726011523022,4.389622020762165,163.6388647485176,228.86866635674443,331.6684789545145
200.02941461006273,164.88074362949598,219.0347104563294,309.7143130794648,4.394498937970858,163.60112054413403,228.96805999841627,331.6627208043805
200.05964583794852,164.97206881457842,218.99563533940318,309.7121237364241,4.425592754575836,163.62568066648387,228.98636850937342,331.72953413750315
200.08820449740114,164.95142591620393,218.96027260936043,309.7156521739563,4.391943887016131,163.57025444977893,229.03726320070538,331.7305914904653
200.07764237599983,164.90701162398867,218.94660097484314,309.6912641871967,4.443273846880158,163.4897512814379,229.05445151337398,331.71455222856457
200.05865975636488,164.940878766608,218.9538856138962,309.6941455650751,4.406406702512893,163.4643537883068,229.1143378997005,331.6764806046459
200.01359968306735,164.90230688038102,218.98512822144363,309.57471718302935,4.336969976413811,163.49583119413322,229.12558529028644,331.6420576734815
200.05461321188346,164.94526177360348,218.93139412864582,309.6583213817512,4.332943585954029,163.4619414266875,229.11727977863757,331.63104745133404
200.02714895435273,165.0485679327614,218.89778332551103,309.74532234004624,4.346593047417773,163.49065115455915,229.0470362299364,331.6943119975039
200.04367015760414,165.08375260751743,218.89232544600986,309.81588624639306,4.344739782587098,163.55640087769132,229.05184119525006,331.73591792263454
200.03631687411888,165.12765619117155,218.91690230630957,309.8841934739501,4.29614739825933,163.65173590004156,229.0589176545998,331.7138280853146
200.03070002529623,165.1377033597458,218.89835414027428,309.8314905419221,4.2732832109193595,163.65763686055337,229.11829534005955,331.6346095097435
200.04260705173,165.18755566699878,218.98502399830087,309.89976050483676,4.314552875639898,163.62166612084445,229.08947547025465,331.68197823282435
200.0081815898655,165.20309726585643,218.93588419667972,309.9614394839297,4.436813739914168,163.5675102648621,229.04594329303345,331.71076072124
199.96234598305543,165.20230720892795,218.9589741795545,310.11607574576504,4.426940743797534,163.6034977849157,229.0278147728656,331.7268960232187
199.96491101798787,165.11761305523055,218.9510109413515,310.14990033736035,4.343769914969422,163.61516874586368,229.02407360360414,331.7171356603465
199.97937808686248,165.08158461209405,219.00893039866767,310.0846988004964,4.347637813406326,163.56381084347728,229.06712235642175,331.74259385344766
199.90557679895238,165.08817992777256,218.9628742774132,310.118904987605,4.309950855067212,163.59727082839984,229.1361464475192,331.7163243243211
199.90578019834882,165.03695301400157,219.00989466497208,310.079944887309,4.27438547936087,163.56352602703598,229.17643005225983,331.70444599450553
199.93998570599314,164.96787441750195,219.08347733669217,310.1482235248361,4.275111057321778,163.56644464844072,229.20888227353194,331.709164995926
199.89922098582207,164.9225385144964,219.11513181505873,310.1283770483025,4.282832578335566,163.50737195897597,229.22232479566424,331.65858481598997
199.83058605322168,164.91911072550835,219.05547058995484,310.1164350256161,4.2232638467204815,163.50641767639138,229.31818289339532,331.6672451857155
199.76193226592818,164.95983974717805,219.05256497575547,310.0771977596545,4.186698186994253,163.4943025850794,229.37076623826022,331.72489181590123
199.72614835311265,164.96906429158366,219.083973850062,310.01057462285934,4.0756050662740915,163.50738395585623,229.3929864700637,331.72471597238655
199.77082721502217,165.0014481195738,219.02533855543663,309.9954616961054,4.086841972243611,163.4514266621009,229.32187141638985,331.7707500576324
199.79249362636205,164.97526663239503,219.01273753183494,310.01766827601955,4.010896484137798,163.3522049792303,229.35881964753648,331.76531358040916
199.80133806916155,164.9135502133973,218.96145460858008,309.9555615578025,4.030096941238324,163.4066986673214,229.33099069595497,331.72838475375784
199.81448380811386,164.89936711468886,218.99150125755162,309.88575641785513,4.026239954651686,163.44702623453585,229.2146622028603,331.7070228643275
