doppler_1,doppler_2,doppler_3,doppler_4,doppler_5,doppler_6,doppler_7,doppler_8
-3.3053399910473824,1419.8918887368363,1999.8843244658406,1412.4563073450947,10.843016080035246,-1403.2852743131323,-2003.4950787605178,-1414.1841832967473
-0.28130183824322286,1417.5153533529983,2001.6958537821822,1411.8815148558754,-3.116833326960573,-1408.5403015109441,-2008.7307358681448,-1406.8635365139783
-8.988991912900186,1427.4201356980964,2004.1490681826651,1426.5393321781323,-8.048688929405628,-1410.2187969317881,-1985.4454195775886,-1423.5216666359534
21.784197767617822,1445.4748433860375,2005.5049676900353,1428.7222480033709,9.17427921259615,-1393.7596145075822,-2001.6633285806718,-1407.863159252203
15.764534562878739,1440.821786353055,1991.6867432324318,1435.5633531290498,16.620362786232423,-1391.9463856323785,-1975.575243422272,-1404.376931652542
28.057779170488608,1430.0186567809435,2029.2920736045253,1432.0557167518452,16.34673735872062,-1395.4688532290068,-1983.8114558751322,-1408.0303948672074
40.44302690929259,1440.5491108621209,2004.3628076955754,1409.2967126896926,8.227408697412143,-1400.866962241907,-1993.7637271674218,-1383.6678311895341
25.64769389574643,1426.0848052003835,2039.9503075151958,1429.374929381951,28.5688455859325,-1385.9281889123574,-1969.35631218128,-1383.049362574492
29.165845960505436,1440.856306334525,2030.3655506543334,1446.3962675724151,15.440884216738688,-1387.7164969769728,-1971.1216855605176,-1395.4996520329016
47.493267656970815,1430.4271281334238,2022.6848996291092,1441.129744310774,28.38812418170743,-1391.109328847512,-1981.572127403015,-1366.377886176312
38.20734500177303,1450.0973710458425,2025.1535281983363,1457.1743435460237,39.7610724476406,-1365.8890915197526,-1960.9220789178173,-1372.9094623863411
38.45682849594932,1448.4990270580718,2028.9623943207066,1475.9560450446859,24.373281776450405,-1387.1896739564165,-1958.0334988444554,-1365.7842605055305
65.28168243528653,1450.1780702949625,2025.4408970409788,1462.3071246040945,40.78357613543117,-1383.820151979713,-1978.6623427623385,-1377.5785306422363
39.78828604209618,1459.9920358509592,2037.0603254325101,1447.0383386179274,42.31539613724423,-1363.874190201425,-1954.4214012120024,-1372.4288393235606
47.85152090883748,1460.3820964347372,2055.864455958411,1470.8049386706723,57.72752613252389,-1379.939820463766,-1963.119322510283,-1384.6721585016026
69.17102063427956,1448.367679110282,2054.5943389983336,1445.9448338164818,29.89980901187026,-1382.1135552747746,-1973.632799459932,-1362.157890002966
54.96095733781663,1459.9024851330396,2051.518096816773,1481.7140771027562,49.38791477878351,-1374.7100366499271,-1963.3225424160653,-1354.1308689350335
51.691353642714205,1470.768432018503,2058.2439540213786,1453.1687538044794,62.552295697047484,-1346.6335341394479,-1950.1559749197004,-1344.4576896346189
46.07235357937216,1482.139920508905,2076.0742765914265,1457.4868704231287,65.07004596835412,-1360.292891831425,-1954.286497385114,-1351.8712075397827
49.31291949148432,1477.6293900743674,2045.6509207270162,1482.6492864956315,55.236731131119754,-1342.3975173021338,-1926.1692894695639,-1362.0867149214544
59.742257409486044,1469.85171715569,2069.670453006689,1475.2454519750922,58.5205654155548,-1348.2350813588928,-1940.0563120472095,-1352.7641613842575
57.24322566179726,1465.8902750624204,2077.7796989244375,1470.5393021255722,61.71252522780595,-1351.8053079653168,-1924.8715057552572,-1361.9564761801398
56.84327323495744,1492.315583350194,2091.0374486568085,1476.8487303966663,53.288186017373164,-1335.7808492717481,-1928.2514694121573,-1348.0194711373376
68.62254960873922,1505.8203841214304,2093.110655649112,1498.0536432764216,65.12485541499788,-1338.8971488621685,-1913.873563755393,-1351.0041936475552
78.98788089026147,1489.9551615976545,2075.731042904956,1491.5130230611358,72.36858468060902,-1348.1203028291457,-1934.8984671084181,-1320.0386224529461
77.36569984356376,1507.1937887835895,2091.9145448214035,1485.1926784541313,69.60028843221139,-1342.6506716456613,-1912.7108140975345,-1326.2939097999345
66.67690068405082,1497.3061905893346,2063.946857499158,1498.626036578107,63.89648493158507,-1320.575100013683,-1922.5921546785032,-1345.912206357365
78.19555305789933,1490.217734303241,2078.042743182176,1507.3174918518673,89.49088966741394,-1326.0411505124848,-1918.5222281742113,-1320.9434357104653
83.16929288726706,1516.6252833854326,2102.5426570563955,1495.2214035940867,91.59590596932252,-1333.0503155454396,-1930.7357204233206,-1325.7964505370705
76.09994785467744,1502.955449235221,2088.4208502240012,1505.4018698359826,89.43794585866479,-1345.160198614404,-1904.6490062808919,-1337.225208008405
102.42423684127827,1514.1425461162885,2102.2652913047136,1513.6095293194253,86.24182644495782,-1331.9201185166867,-1917.62762773602,-1317.9404014207794
97.38509967409524,1517.3624692045653,2120.8662923571983,1504.7242848792343,109.60983304539506,-1318.3234847143763,-1887.2294202394157,-1316.8935745111912
111.80731707473522,1520.42199833769,2102.938797344135,1506.4936153098222,106.35678615654486,-1318.4270876718836,-1915.800665689262,-1313.0503951364776
110.12531950632824,1529.749267387608,2082.866796309297,1534.295933419427,107.9885049087113,-1321.5268989989193,-1897.666728469045,-1326.9876259032617
109.19571526265388,1523.8690839486953,2111.916633273141,1515.4033030379608,119.36791936824858,-1296.8951847286426,-1905.4474881301364,-1299.0139715208481
111.94861930761427,1520.8188545706505,2109.783307431509,1510.9975089555978,109.43624361247416,-1300.804170564726,-1892.2781464936072,-1306.918448855615
123.43194603993918,1554.2157512811195,2112.094485779964,1529.9786826268985,116.28318745039479,-1299.3179203993739,-1883.11433513099,-1305.7375826006694
109.4519547570656,1524.3869809037153,2113.0330743922723,1526.2626075803435,130.25210736288182,-1286.3485413735066,-1874.431205332795,-1289.0516029138691
117.91742366045432,1537.56794422551,2105.1572582954,1516.767568003858,123.52369163414957,-1297.5171645168984,-1863.751391400442,-1300.056651616901
126.13502585642489,1523.1481102951918,2114.968347031099,1536.0908541695246,107.75698262547989,-1283.642078706362,-1869.515677259821,-1307.7928208645328
116.73110832811348,1540.7220299003577,2113.050439434487,1553.8178601070276,130.5050069727725,-1288.9810416197108,-1871.5552388412125,-1295.91735796825
131.12119518233172,1531.979404671445,2129.9351283890096,1548.297736251976,121.5571579636972,-1275.8534216512724,-1874.1498609589505,-1289.4562433046872
138.60683289671417,1525.6925036420103,2116.5502444913527,1527.1963773507687,129.17271217691794,-1292.0380280471206,-1876.0672807934725,-1297.7338660163264
137.9298568383372,1541.2898964016485,2133.287395863681,1544.2212474532253,138.08185423468882,-1286.8542884191734,-1848.3716300915314,-1255.4851974686069
146.96275767939642,1544.3025272328302,2130.27345120716,1546.0349647024193,141.4029523858425,-1278.0224859436294,-1863.3909243377748,-1283.3534331345388
147.4887100434864,1577.5275997231486,2159.284899924079,1565.2381744431905,149.6179939952437,-1254.9172937794654,-1856.775780393047,-1275.046371706197
152.32730023657965,1571.034102661422,2128.1767584670283,1541.4564358483549,132.67528471444322,-1279.7383694158127,-1853.729145414435,-1254.3003949742867
143.28114702645772,1544.5933127069675,2154.1781830276645,1556.9868917682588,124.04009483177637,-1262.9222236349244,-1850.6176329142086,-1279.1263229302165
148.32768289254403,1571.0205961215397,2153.5065013928297,1566.4578359195827,136.6713283418223,-1275.7927548039768,-1871.4009729222512,-1252.7027278651422
145.54966870435132,1555.8236017877005,2149.859576451753,1565.5032798340333,143.5915574825177,-1270.462772563158,-1857.487067484898,-1282.3039258354797
148.0579490323748,1587.5645869780858,2143.3998242160287,1565.2805530571077,151.85208370230862,-1240.4081015429165,-1866.8104834793564,-1252.5034632834609
170.9539152378644,1577.1409437906807,2169.3411246827577,1585.8391403960663,155.3640017649429,-1236.0640703020294,-1836.4246921668216,-1267.2954333160212
159.075208656177,1567.1163122425235,2150.950649012543,1576.3654865336723,181.22394088972146,-1254.3639886930935,-1840.790122799681,-1239.0988364533055
156.0327054576788,1590.3760227285018,2155.3435957342963,1576.8327482749507,186.17388221922317,-1241.5966106449664,-1835.7931837500898,-1246.054725149848
152.14688595598673,1574.585613176403,2157.4021129177513,1582.0211946035877,177.07749209844954,-1263.7763569763981,-1840.049688379006,-1242.6064693035155
164.68963241671514,1585.2671542849712,2168.9537131943234,1585.420260405995,155.69211943633334,-1233.7489479958194,-1821.7880638207744,-1251.8702017163996
180.76890498655743,1583.1126017495253,2168.325369466758,1576.715083552567,181.33839014273687,-1246.2234784315444,-1812.9711164025787,-1268.69785278047
186.2641986836415,1590.25614726941,2177.0169159615416,1605.3977497596982,188.9858073340684,-1231.8519219242355,-1812.3247673148837,-1243.4561761794216
176.19350480913997,1599.078494043419,2186.119332863771,1592.9422280555445,174.58657904184074,-1253.2377154145815,-1814.6622198592204,-1253.1820315941472
200.03952802219436,1592.749394431733,2180.749725165058,1589.8332619731584,178.49299590937096,-1245.3425134139877,-1824.7365782623285,-1232.7051023205886
181.6206954004192,1599.948582127154,2163.0200211065862,1596.976096134549,201.41452222854898,-1243.4960695944974,-1811.8146887821142,-1217.2684127194243
192.84023696122065,1601.2165632790845,2191.2980803314813,1599.898866960485,197.49000025981184,-1228.0370101194464,-1813.728017112897,-1234.1921797911957
186.68010594209315,1625.174543376007,2196.540502871618,1597.670872723201,177.390998726301,-1208.5162557588658,-1816.792026140698,-1216.3324308937433
201.93783220801893,1608.5673052591487,2164.0818863085146,1613.9391975988558,188.2959322034201,-1215.1475835511674,-1788.9686137523977,-1221.9696031392407
199.56712729131996,1592.015091542629,2194.1607305343414,1614.2915703868644,206.15563937554856,-1212.6240191993425,-1799.8596602797322,-1207.236543700711
209.6527198174528,1619.2820895841746,2206.9852024891056,1599.432796023016,206.56791711432572,-1203.9616394349307,-1812.4501797408254,-1214.3822843604482
196.9898114668298,1619.3486942321165,2212.7022406629394,1624.0561163213831,185.10085740497397,-1215.9275636825923,-1776.1084864843797,-1216.5606939921227
211.07210442768516,1644.6222329492416,2208.7545753280583,1606.9645433932208,212.83292658659292,-1222.6489493714687,-1783.6163355413269,-1223.6965362868377
183.61174845850246,1629.3454924715647,2221.486628340774,1630.74970265473,194.62097212062602,-1220.4477406366877,-1807.3969018546852,-1188.0196850902855
204.3178174565863,1624.293097182086,2213.9400211091843,1628.9034565601198,203.9239511639308,-1212.7517904437204,-1792.1657142342665,-1190.768819613521
212.46750870803712,1640.8347666840532,2214.8000979740536,1623.4694705402871,209.88526584240591,-1182.6848098978946,-1790.1100401046956,-1206.3063595626872
198.86782264683887,1625.1335789599866,2219.766962311983,1643.4958606035214,217.97067077879672,-1204.0426129360214,-1785.6148110591082,-1201.7721639516444
225.03783307967734,1636.564213307168,2217.5022718652435,1642.9702764081064,217.64812830517087,-1174.0860777369282,-1772.9725134702162,-1209.6259137559155
227.51334668857345,1645.8643918783437,2220.972773503806,1637.0478739268108,219.0861141168,-1205.255252155954,-1782.6187571304586,-1192.1795688807208
229.4636420651883,1649.3181705844472,2232.864979495118,1635.2254700293051,236.2254064237603,-1208.440194534491,-1768.7614755425443,-1194.6946300622599
234.78047662896336,1636.178070719413,2210.058736895028,1646.6749179385956,211.28959434531484,-1180.853361759281,-1764.1159287478827,-1180.5481506297624
223.86162759106278,1646.1113499698695,2233.273414413886,1637.8220524186652,234.79430791324282,-1180.7045089085655,-1772.3404613815446,-1184.4826193517033
208.93001876351946,1647.9975060114116,2231.8025095081816,1645.330683004491,254.34998806456366,-1193.26056586155,-1760.253966315731,-1179.0479361155228
246.96493178190693,1647.191370334341,2247.7830400489697,1636.6934365774534,207.27359527812695,-1181.1787897903514,-1762.4518233650385,-1171.9103991505597
237.8724481106093,1653.5092446242202,2238.833385252105,1646.3800648213007,233.65918508788016,-1168.982623076439,-1757.7985311420632,-1173.9338411310832
244.56668482832814,1666.9679148602602,2245.453283364877,1652.7649659189728,244.39337317626718,-1143.20227161248,-1755.039422805437,-1178.0304066358465
237.97980824485995,1659.0699325738553,2239.1037773852304,1659.3277881590132,232.8694741592765,-1181.6447844923678,-1758.7538131948752,-1178.079996077439
250.94667389580212,1650.1726713894436,2251.95816551624,1651.795453145497,240.00497082326368,-1167.6967758391959,-1745.8480475201497,-1161.4035755427167
249.81144960383966,1657.5562948619558,2243.049690659302,1658.6526314487191,252.37605714308438,-1156.0040427649624,-1735.0554868135907,-1161.572377406185
