carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
115899072.55910094,120870935.15291065,129763923.33973642,120958538.71747135,115575700.75223368,99251378.45001064,98995854.50870518,99416919.64066327
115899032.11734386,120870901.43293136,129763865.2692681,120958546.76474535,115575610.84778595,99251364.34891754,98995812.94854686,99416949.97114395
115899097.29039223,120870843.16124082,129763774.58496249,120958485.20578615,115575629.77672279,99251320.72436973,98995825.11031558,99416822.50190048
115899051.45604727,120870870.41967191,129763843.29078649,120958495.9939864,115575605.422958,99251391.82078962,98995834.15961607,99416863.53499559
115899126.7632619,120870964.66003324,129763937.0779313,120958644.44061324,115575681.93616065,99251366.8007616,98995797.71724062,99416976.00086309
115899160.27763684,120870953.49474086,129763918.2688556,120958654.9931529,115575676.62680976,99251406.15232895,98995776.74017882,99416872.30062535
115899072.12704737,120870922.4093533,129763882.3320701,120958445.68904027,115575724.66329853,99251491.88379066,98995698.89116165,99416866.00984876
115899231.2858517,120870939.09371905,129763870.09062566,120958507.8984039,115575672.68074702,99251358.69677971,98995892.40290982,99416942.19534723
115899135.35479541,120871009.36418028,129763949.55279244,120958481.05027378,115575641.083512,99251365.9559548,98995803.3878033,99416966.41859978
115899078.61334568,120870910.42685805,129763801.53265029,120958483.00369082,115575570.72914976,99251433.64692031,98995980.8651557,99416880.71991502
115899086.55802856,120871010.02710542,129763772.65864947,120958510.82081789,115575713.12277505,99251353.30025917,98995806.95505054,99416916.0046137
115899106.61470821,120871007.89169887,129763871.20400332,120958464.38439189,115575714.49701402,99251274.51798871,98995685.04617998,99416866.8965393
115899138.62927501,120870981.28199257,129763715.80320068,120958541.41652443,115575667.34722364,99251350.64084367,98995832.93257108,99416992.3036738
115899133.38581252,120870996.69480118,129763832.31585799,120958521.47764702,115575626.37200159,99251392.24768205,98995828.16722754,99416900.1756596
115899081.69153537,120870972.3486031,129763818.21487854,120958553.8742555,115575647.87844552,99251415.501376,98995854.85274228,99416917.82894401
115899175.94145574,120870958.13949534,129763837.84612611,120958511.67673731,115575755.14828888,99251297.49920842,98995869.77502261,99416860.26193374
115899116.16271438,120870937.28911641,129763892.29089545,120958524.18159787,115575606.20462458,99251324.22523308,98995828.23130311,99416904.43942945
115899044.53215484,120870936.86939226,129763973.4532042,120958568.26348856,115575626.62189025,99251366.39884189,98995802.68205011,99416920.23608193
115899010.9972533,120870982.24824227,129763950.00577582,120958475.18595855,115575646.83811831,99251490.47592536,98995895.40062131,99416872.41766179
115899054.78091125,120870964.15330458,129763836.98504551,120958534.2172745,115575684.42618883,99251403.891187,98995796.7957477,99416757.70760971
115899137.78847478,120870998.19574346,129763963.78664212,120958523.61367664,115575584.2191683,99251329.74452718,98995764.88380465,99416850.59659092
115899148.50709233,120870936.37720184,129763841.72586426,120958585.01770447,115575579.16597171,99251438.35570543,98995789.28291868,99416860.59513783
115899142.46654443,120870996.38530187,129763881.93449058,120958520.52169792,115575670.9527065,99251455.5105897,98995804.50407338,99416930.58388224
115899228.24968836,120870952.41414346,129763910.35442384,120958528.59333213,115575611.89723034,99251434.5112458,98995806.88185784,99416872.18101615
115899058.4545439,120870960.4771321,129764013.98624165,120958495.01180367,115575615.78843133,99251241.24382053,98995854.00221796,99416943.25410005
115899058.16887371,120870944.4263425,129763828.33280912,120958498.62400508,115575654.16893871,99251437.07458308,98995818.40856315,99416965.11786069
115899108.06321126,120870969.75208506,129763963.82985727,120958487.83527838,115575657.34921858,99251352.65360434,98995815.63697216,99416914.4997548
115899077.3330503,120871056.1253229,129763876.74808966,120958504.56166331,115575687.55362421,99251353.18256558,98995847.17344348,99417018.10044412
115899069.133172,120870834.46854803,129763834.48662153,120958549.05107252,115575762.51788092,99251266.03229465,98995796.05413577,99416985.59613605
115899071.12157549,120870976.44380432,129763888.64596595,120958541.80941048,115575685.43574592,99251345.45938642,98995901.09920202,99416919.91256413
115899023.94057512,120871007.01337752,129763781.32723272,120958500.08059554,115575709.56130593,99251349.53478037,98995771.86828579,99416894.122026
115899178.83082701,120870982.00239274,129763908.94522454,120958589.80468571,115575586.84829125,99251342.17622736,98995855.69978593,99416904.91504943
115899118.80383228,120871004.53080899,129763875.29579857,120958537.08476995,115575585.25100693,99251384.55832094,98995841.02370542,99416940.06046145
115899156.89397831,120871162.62518111,129763913.2907538,120958384.19489406,115575708.36063905,99251310.59161192,98995858.65943916,99416863.76415566
115899058.53109811,120870969.23635395,129763858.66350453,120958477.88603386,115575560.36805396,99251359.4543896,98995790.09319589,99416927.32448065
115899075.13635233,120871005.95876545,129763798.61171864,120958482.51498881,115575598.03321826,99251353.31286389,98995906.54091589,99416886.80336031
115899185.10624772,120870919.73545119,129763926.61020856,120958484.21942276,115575640.60785529,99251378.88466755,98995859.61505774,99416856.74671797
115899062.5326002,120871002.85096277,129763987.91081277,120958613.48279119,115575593.06707932,99251310.53515947,98995793.20438994,99416856.63374229
115899118.92663972,120870952.22186367,129763794.6684004,120958570.56318185,115575676.02305466,99251402.9031693,98995921.40699515,99416985.76630758
115899122.0520274,120870921.46996656,129763917.6368803,120958499.28333455,115575654.51975822,99251402.66833885,98995911.13341843,99416907.24870692
115899054.50008771,120870860.19367047,129763841.93408962,120958497.46997191,115575683.44836596,99251342.53821799,98995929.25450654,99416921.56750576
115899139.54919252,120870904.52879925,129763778.09142989,120958578.13105138,115575653.3821816,99251286.55060676,98995861.4821547,99416911.4463391
115899041.91872174,120870971.45234856,129763963.74312162,120958572.59856056,115575632.8517246,99251428.80489376,98995815.91382506,99416992.4838171
115899111.12434764,120870967.24514511,129763812.22053583,120958549.07040343,115575717.48817466,99251424.80321999,98995860.75422278,99416934.49277371
115899149.90135264,120870965.73140629,129763855.31545272,120958562.9445314,115575610.45436388,99251491.76324683,98995826.35092048,99416915.54396817
115899131.72830768,120870989.30642888,129763876.02942437,120958583.97601427,115575646.66124675,99251501.87647206,98995792.72265099,99416925.00504325
115899036.18892255,120870962.34923485,129763871.26108257,120958522.21650366,115575676.74426684,99251292.07216051,98995869.4993918,99416866.40214823
115899073.36638683,120870924.28626129,129763883.94899087,120958506.8680203,115575715.60313055,99251369.90108643,98995847.9385656,99416804.40727243
115899097.48841159,120871000.09144087,129763929.88019319,120958612.7896963,115575669.4437439,99251382.28081636,98995909.4276301,99416899.60444666
115899094.66579166,120870967.32787862,129763917.30973987,120958614.96184045,115575637.68986848,99251232.738144,98995899.5521837,99416957.61454046
115899084.81209567,120870922.78671652,129763930.3695293,120958581.93617956,115575680.53544864,99251339.02236596,98995785.15306473,99416930.41965264
115899082.94129938,120870979.78270943,129763902.04610106,120958642.02679946,115575717.90738416,99251433.85434026,98995845.15342881,99416896.66456468
115898998.33260137,120870936.80281316,129763926.75264254,120958563.87653336,115575635.30322047,99251486.66985585,98995786.9788823,99416894.09440242
115899096.8332094,120870997.99357358,129763756.70368399,120958451.09553075,115575625.17228967,99251345.01178981,98995798.09759921,99416850.53211991
115899050.423783,120870961.10499622,129763880.497918,120958474.98064356,115575516.71078357,99251432.36050999,98995760.85677883,99416931.02649514
115899085.15407239,120870831.16444671,129763862.62249832,120958551.53123589,115575694.67042382,99251384.89789699,98995871.22779322,99416907.90190358
115899104.81221312,120870924.20442557,129763812.82563525,120958522.95029342,115575563.93162379,99251305.82750197,98995837.64409433,99416904.19793326
