azimuth_1,azimuth_2,azimuth_3,azimuth_4,azimuth_5,azimuth_6,azimuth_7,azimuth_8
136.2692214059134,285.95178809338046,33.81483679856171,284.33370205029985,329.42164406606605,342.8239402945202,42.49737159024751,195.15412211916302
136.23105467354034,285.8373956261474,33.79246074198898,284.38683030995713,329.4020291255699,342.78687295279644,42.542713233252805,195.1692619911967
136.233380341165,285.86174704683674,33.80317181350732,284.3920416085843,329.4713633926237,342.8389041051663,42.508897445898775,195.14309350556744
136.17411761646898,285.92811985976317,33.80057339239873,284.3810433853291,329.55932823120133,342.80483776605104,42.52267985874741,195.12698272219998
136.20944657744218,285.9188647481599,33.79554615667376,284.397127118478,329.52067775003354,342.72606375741645,42.52348057516016,195.06631662678097
136.20762636515235,285.88764059232426,33.77579118754489,284.4032235793759,329.54205549568144,342.70171636634717,42.453718433530995,195.06316725278748
136.22216808206446,285.8756062009612,33.81834936654996,284.38580937746366,329.5813302507794,342.6734334585222,42.36648432965005,195.04629883716413
136.25237816054295,285.9393806793504,33.75161887996272,284.31652722262896,329.60357518899076,342.64706982134334,42.41126981792774,195.0082446052193
136.32161398372037,285.89517735242384,33.81648063475613,284.3080989718219,329.60577998494284,342.63098232539033,42.45767423802746,195.01320382586132
136.33872794502184,285.88858848822935,33.823020504099276,284.292388314022,329.63720386599334,342.6335655593617,42.49052187766274,195.03946376721447
136.36039413644036,285.8883823297473,33.738111538206745,284.3704311684151,329.64466363542005,342.6133425219943,42.53695598366238,194.99079638231368
136.32139813706812,285.86880167691817,33.72567744649035,284.31109930104736,329.6507163363611,342.5620807561843,42.533620051528956,194.96777867906377
136.33502390972316,285.8122353507211,33.70589044055819,284.34077842856453,329.6358917624014,342.56269913827043,42.49676259293998,194.97171739483022
136.22818879062675,285.80848033692286,33.65555464414591,284.38908634956255,329.69663468843737,342.5769808394291,42.44957637607181,194.86380750486353
136.15631633152236,285.82558392075146,33.66005599395756,284.46277403643717,329.74698041535356,342.5432319006275,42.414974616933414,194.86070252437733
136.15169985680288,285.754707712184,33.68489858496119,284.4048978424951,329.7668845174298,342.5765485968577,42.44667683364947,194.9614290920541
136.16966254750733,285.7530202482704,33.74004628432826,284.4336357008962,329.73954349640513,342.5304416337536,42.39726325105096,195.0234434137203
136.14793769031158,285.72930427078893,33.87388687763258,284.4310346874104,329.7099024848223,342.53358163118094,42.47365626833278,195.033153985083
136.19031245713433,285.72177646247576,33.88997900830069,284.4433441167497,329.70350832452385,342.528993388968,42.496258763717584,195.01240198954235
136.2504586431751,285.71253966561056,33.91012592539711,284.4432239630091,329.6664979224593,342.42032709061107,42.51339479893656,195.03625228398826
136.25789073596707,285.6660948667255,33.879810329637785,284.431555213909,329.7069827906344,342.30980535646245,42.552061661343735,195.05436771519044
136.3665548594047,285.6517217139515,33.91112421213532,284.4289584186928,329.62362592148776,342.43168261738623,42.52821657293915,194.9566518997812
136.45426280531998,285.55345293617427,33.98492899002621,284.3745125641123,329.60182645157073,342.35736754987465,42.53342856277926,194.9305970092223
136.4862042041117,285.6065328551059,33.960528437674945,284.3339568172816,329.5592237859071,342.3728259448209,42.53109823926958,194.89061625276824
136.57073365300812,285.62048570392585,33.991961147845906,284.318053379014,329.57652025120206,342.49014536094717,42.500491938795335,194.92969424839774
136.49328181196947,285.63937664969643,33.97235784250709,284.3855030112955,329.59806006733146,342.34507583123394,42.51031757959045,195.00704912996338
136.4809794162746,285.63257540338276,33.94889709465593,284.3773505245902,329.59747705600427,342.3686699958134,42.421985705890485,195.07595902554291
136.35267358392255,285.59874104952536,33.89616921232771,284.3904255450521,329.605037499756,342.5046405739025,42.36897069826842,195.06856764489822
136.43668784951117,285.5747228728807,33.92433320605263,284.4628366687465,329.63022990550587,342.4986346875031,42.429506705752964,195.04554133113749
136.48479311749495,285.6481619375344,33.911110994339474,284.46727509639896,329.5992463355849,342.4757090214605,42.43254569900881,194.98847872690013
136.58543082383974,285.5824109671321,34.02212260515703,284.45091952517464,329.5230097605232,342.4847402955753,42.45221875988069,194.90973112288265
136.56406019745174,285.63139693368237,34.00888059604776,284.45199339766583,329.5135942861113,342.5162662915179,42.47215086252011,194.97834833575467
136.64074326200088,285.6590062063618,34.026819468644625,284.4598773348199,329.45654492334853,342.5328232161918,42.494847674909025,194.91448241425488
136.6582298048315,285.73181737987676,34.08371113140388,284.4647365883001,329.47892757640875,342.57219212055446,42.426766843658235,194.9301441618447
136.6862339695618,285.7968244350662,34.06194826251489,284.41185112115903,329.47396351144357,342.58541768102526,42.29446137516051,194.9335512686069
136.6823463808283,285.818980912309,34.023142953303335,284.46621150596803,329.4944691370761,342.59200250528437,42.19147847197216,194.97402507267734
136.62136567461977,285.79346445192215,34.025231942192434,284.425058309617,329.4855493987716,342.61739333603737,42.171498714374856,194.93911064390898
136.56519034589994,285.8388926041437,34.00187259313428,284.41631280047454,329.3781320777467,342.6006839912241,42.188349255819155,194.888309943016
136.56431575922113,285.82843519063357,34.009601185076804,284.38961582175637,329.44065632780206,342.56971986900896,42.153109365248255,194.90488327924047
136.5264642062816,285.7759271060996,33.999650774266826,284.37057350533655,329.49159675052226,342.60507871984447,42.261415084250764,194.87582324685943
136.43579617540541,285.7131312341544,33.937124939716,284.2934143739345,329.39056555914976,342.49171355850433,42.29876263378235,194.85019386292268
136.35597198569005,285.85554266221936,33.94181132506273,284.2922498471139,329.3371541556977,342.49197613132355,42.30742539347885,194.80911146282196
136.3083857954839,285.87014454643736,33.87368284118108,284.3489400032905,329.3665862960711,342.4965908787896,42.29756819061488,194.78214977899813
