pseudorange_1,pseudorange_2,pseudorange_3,pseudorange_4,pseudorange_5,pseudorange_6,pseudorange_7,pseudorange_8
20200000.75853554,22321332.286496878,23199991.36005866,22321328.64578382,20199997.61027581,18078695.361789215,17200000.567587048,18078688.749590795
20200011.551504392,22321316.708071414,23199996.13246299,22321327.917314388,20200009.019181132,18078685.302422702,17199993.855295643,18078682.704989705
20200004.938083358,22321330.46306975,23200010.48803307,22321331.349177312,20199996.07580606,18078708.41770084,17200008.112358432,18078682.592163816
20200004.93299581,22321331.702625986,23200013.365095988,22321326.656297237,20200021.52622686,18078703.115765426,17200006.4357882,18078678.869785126
20200008.186064914,22321334.4134683,23200007.884424213,22321333.764811933,20200004.89953133,18078665.843925796,17200007.457320217,18078674.61818348
20200008.021977026,22321315.35013442,23200004.522442527,22321325.824797742,20200012.544864982,18078680.483326808,17200014.631683167,18078695.929799907
20200015.210932225,22321320.335765142,23200013.537569143,22321313.32784362,20199997.122638915,18078685.91942969,17199998.292660322,18078688.985563733
20200018.052736558,22321318.226333,23200016.158511642,22321320.81444342,20199976.585618053,18078660.044030298,17200006.425138228,18078672.9819681
20200010.066638064,22321316.9719516,23200015.84111386,22321325.453797754,20200014.016466945,18078687.862945326,17200009.925758354,18078685.01304523
20200001.56637612,22321330.634407185,23199991.386423856,22321316.27397663,20199997.65884528,18078696.57252623,17199994.75839697,18078677.41832399
20200012.53051368,22321336.177089345,23200003.203221254,22321321.57883407,20199999.233630523,18078689.231700007,17199991.63084329,18078680.02642978
20199987.340385977,22321333.24369669,23200008.69903713,22321331.19615692,20200005.761451773,18078694.260190263,17199995.101828665,18078711.981718607
20199991.653653998,22321325.146563347,23199999.59165711,22321330.103464484,20200004.931245342,18078693.51273935,17200008.68741685,18078699.08469979
20200004.829403672,22321319.121311497,23199998.2124301,22321329.450434938,20200003.022205554,18078688.420915112,17200002.04279578,18078696.896233786
20199984.956856154,22321315.573425703,23199997.35573193,22321331.33733153,20200022.661192153,18078690.47088833,17200003.77572397,18078676.298479363
20199974.908286005,22321335.98557886,23200015.63686304,22321337.02486478,20200012.627185825,18078675.777705457,17200020.44180449,18078698.883217726
20199996.394053563,22321330.897033133,23200006.164521564,22321333.158129238,20200012.385976333,18078691.249936003,17200000.68414238,18078696.341139555
20200003.00690334,22321316.242228024,23200015.172044426,22321325.692824986,20200011.24072531,18078683.42343265,17200011.752653584,18078672.45016476
20200010.92551126,22321304.458782908,23200001.308193002,22321309.541152716,20200014.049505506,18078673.689093363,17200008.469292775,18078695.947554473
20199995.259429935,22321324.788169235,23200016.277128927,22321322.417982314,20200000.52172891,18078700.712341167,17200015.11851676,18078680.541308932
20200015.773368612,22321323.675115343,23200016.256129287,22321327.537348684,20200001.42802153,18078695.411337584,17200008.04060869,18078704.669136208
20199999.65178225,22321325.781312995,23200004.516650427,22321340.6566111,20200004.297698155,18078687.229416363,17200013.919719163,18078676.192325614
20200016.034722358,22321334.76820371,23199998.70210715,22321329.277543936,20200014.600759104,18078672.18425535,17200002.268596586,18078698.31576036
20200044.588118818,22321310.70208622,23199993.656781122,22321337.164669875,20200030.675943702,18078669.13446354,17199998.051630273,18078669.3741854
20200013.644849643,22321320.73513942,23199997.91471728,22321323.941166494,20200010.77316799,18078681.736387413,17200009.11099495,18078691.742628764
20199998.141866285,22321327.13363512,23200002.72252142,22321324.71810608,20200025.906954855,18078697.405931942,17200014.165016875,18078675.329497818
20200000.354765054,22321315.0447659,23200000.26034978,22321310.515137654,20199999.851760205,18078702.166549027,17199999.391738854,18078685.266643677
20199996.902256064,22321336.53328681,23200007.497540243,22321337.459785175,20200009.484961737,18078680.47578137,17199992.129600946,18078683.287523445
20200012.876382824,22321344.29144198,23200004.30766182,22321313.15831412,20200002.459401224,18078684.172650598,17200013.644437425,18078673.4963262
20199998.838452708,22321312.63081591,23199999.611705314,22321328.635983527,20200014.55222219,18078682.29313409,17200020.317584097,18078688.711730484
20200011.581184153,22321339.319846276,23200010.429456487,22321322.540433615,20200029.220336538,18078700.16368614,17199980.819869563,18078685.166650288
20200015.099640336,22321326.13739809,23200001.87069291,22321335.075620227,20200018.79318852,18078698.325696852,17199995.1628007,18078690.816638064
20200011.06766396,22321326.694752656,23200015.733948026,22321335.485029954,20200015.266205866,18078691.278114047,17199995.138465617,18078674.07096479
20200019.22725315,22321330.210622422,23200004.513577085,22321319.65042401,20200012.900196016,18078688.529361676,17200018.214505326,18078672.447058022
20200004.526729595,22321334.928810537,23200008.4939652,22321332.232469033,20200018.223006908,18078693.601279702,17200004.898898832,18078698.1364089
20199996.940817285,22321319.02909866,23199994.1304996,22321326.312236063,20199993.82678366,18078685.564607333,17200002.40167257,18078675.20545381
20200005.6951804,22321313.083126348,23200005.85860536,22321331.532882422,20199998.73274807,18078692.60041273,17200014.52113501,18078662.333012417
20200009.42732991,22321329.413935628,23200007.27037494,22321341.086705957,20200021.619214263,18078690.65692289,17199998.826876584,18078674.03308698
20200014.209938437,22321340.782664664,23200007.149461944,22321331.786155973,20200013.43081057,18078690.937458776,17199995.00956162,18078686.016538505
20200009.29000525,22321322.036496088,23200018.95529914,22321321.58348545,20200009.51844044,18078694.19460687,17200000.42171659,18078689.17600257
20200007.220245436,22321325.500463385,23200016.876087073,22321319.500537883,20200024.717295606,18078686.62510758,17200011.311408035,18078690.877935503
20200004.33650598,22321322.027815513,23200002.297250137,22321335.060122162,20200024.600550104,18078688.688991077,17200015.308438867,18078670.274884097
