azimuth_1,azimuth_2,azimuth_3,azimuth_4,azimuth_5,azimuth_6,azimuth_7,azimuth_8
270.17844511450875,268.516076859027,63.97922283922192,196.4675657507786,264.77866619413754,241.9801894232228,260.0410144823243,258.8519823774208
270.13636058827143,268.517003407043,63.921150130974944,196.43189974538072,264.76728594579737,241.99087003062414,260.02194959518806,258.9116301429112
270.186446265042,268.46213722844885,64.01809754332399,196.470856550865,264.7782954765044,241.93794673888056,259.9857680272006,258.9085213130832
270.2875513515027,268.3756369764529,64.00959958754014,196.4297123602534,264.7597095012908,242.01780550036304,259.92556875782583,258.9236934231509
270.2120247357011,268.4256119803704,63.97235859737897,196.5158261716299,264.71750840195216,242.0382214622268,259.84188083900244,258.93781749396885
270.25019337203804,268.5209498248249,64.02653910221164,196.53947652161054,264.7260180089426,241.95915805036466,259.8863647157761,258.97237441080455
270.204303059917,268.502342711909,64.0586780087841,196.58036515844603,264.72774206566106,241.9617483686607,259.86081353213234,258.98664478789505
270.25060515429806,268.51296332562316,64.10971584754226,196.53549935140722,264.7353536693247,241.98761640559127,259.93463083420465,258.9514077166172
270.2873484128201,268.51981718520216,64.15083952732873,196.49754701978696,264.6646612487342,241.9499007010216,259.8833717977413,259.0662459656081
270.25285623794866,268.5031669883029,64.06142960574739,196.50012015494968,264.6377273414664,241.9635188327679,259.9097035879087,259.047064997809
270.2924194836498,268.5511317222044,64.01668120635725,196.517188006374,264.63907039055164,241.94534002299585,260.0136532887544,259.02350317210914
270.3296001763133,268.54310884153216,63.944330681633076,196.53282563143236,264.5852307873813,241.9808846314309,260.04119208614077,259.09022070174103
270.3655596115992,268.5377774275231,63.95257967803785,196.52829835968572,264.58066576748035,241.95136826093682,259.9992607497631,259.0782463134456
270.3353232956159,268.553881861615,63.933638781478365,196.5457106491703,264.57832168887484,241.9166353627048,259.9832867496679,259.1293903737801
270.2806777310196,268.4601718720259,63.959996490708576,196.5592712301161,264.5423611744784,241.97710053157277,260.0185343492627,259.05254751184555
270.25941283999686,268.40186859943805,63.979989041917314,196.5281618347567,264.57636290412756,242.00529730278598,260.1009378453539,259.00652764652034
270.2194367881013,268.4700124882943,64.03907204340902,196.45845708389172,264.5723344921573,242.03404799042963,260.0614769438562,258.8945963722017
270.19297720834237,268.44675465631997,63.980539149537115,196.48221467280794,264.5607166602169,242.0598872231152,260.1005330482845,258.8566466258365
270.1492184136572,268.4206763046089,63.9401764390451,196.51748839999487,264.59289036640223,241.9873193709098,260.0776120202045,258.8533255871949
270.19726429947536,268.38623818918114,63.877809639298455,196.47971150415015,264.45187791981067,242.07560270089337,260.0435877870873,258.81535144829513
270.13589622983136,268.44212189155695,63.91562570993369,196.50619545264772,264.45409364336496,242.17795842237322,260.02506987420963,258.7543132403958
270.1660038945183,268.55713661274217,63.95379364833642,196.499320830856,264.45684446591054,242.16977375456585,259.9447103855792,258.810211060804
270.0552041653991,268.45364275875266,63.93754465132148,196.47122814413405,264.42093030718104,242.09550227004462,260.01817522728857,258.7439140296418
270.0274680500885,268.4386255707954,63.839176127375495,196.3864960028473,264.3613164917185,242.08923499867166,260.03145104406934,258.7531674012705
270.0711909622563,268.401802421629,63.84423479796656,196.32945105012186,264.34292928280394,242.1238144812661,260.06640285507603,258.68790882907484
270.03853882451745,268.508738124532,63.876423074929384,196.31589064546085,264.4486740223447,242.0901522630301,260.00177237048155,258.6751827761535
270.0792358093225,268.5745930015647,63.95962413516066,196.30335865717072,264.40576193852155,242.10341006814906,260.0473604637799,258.693908580875
270.1664572425804,268.63707054270617,63.90387603995851,196.3116026627144,264.4419499972364,242.0475726705172,260.1076569230451,258.6396667080246
270.1763551126325,268.601076337967,63.85889647184858,196.25784094621844,264.4628107473228,242.01909152559875,260.10385924926476,258.68367604663644
270.20188991500964,268.63346296792787,63.84022833213818,196.2205251982506,264.3961154526415,242.04355755915114,260.11084095353436,258.7222006025038
270.18955022902463,268.7063264499455,63.8466476164581,196.08677290690272,264.35459025542673,242.0616664095268,260.19369388900225,258.6665598210437
270.1734932501407,268.71168264334574,63.84571268090518,196.11171133255183,264.36183291960856,242.03260818799149,260.205964350136,258.67454447904794
270.17325594560486,268.6826959198273,63.905004948171126,196.16759461260995,264.3840867151387,241.9993078250925,260.2606435790249,258.6651265105819
270.2026757754135,268.62939033672166,63.82207113476566,196.23958810063735,264.4913201046812,241.97822153224064,260.29887687164455,258.6746199886908
270.18273648160834,268.57431006897247,63.90631180978076,196.19964548850837,264.49308717647057,242.06798695906804,260.34901206640745,258.65771163618075
270.1805360103492,268.6480806636186,63.973394002068304,196.21984545345762,264.5019476097636,242.05188772426152,260.42538778201924,258.69897197476496
270.2638255179423,268.6513064540491,63.94100370492563,196.2175278733006,264.5122114749315,241.99769516011773,260.42479049813306,258.68577973136615
270.15026084234785,268.6657814175169,63.89665389239632,196.12255988505197,264.5615166165884,241.93217387235663,260.40032022931325,258.7466440545144
270.05186655239123,268.6119437642056,63.94074411845225,196.07695171794805,264.61550806475935,241.9001810880955,260.42163235813194,258.76907179796115
270.02373340695243,268.6414190395053,63.904691900183806,196.05859678047162,264.57449902892927,241.82376615586398,260.4304234104568,258.77671153074726
270.0168189604678,268.5434948032208,63.91058742640451,196.06001962748903,264.611784469684,241.7972406590536,260.50173289736034,258.6981252370473
