pseudorange_1,pseudorange_2,pseudorange_3,pseudorange_4,pseudorange_5,pseudorange_6,pseudorange_7,pseudorange_8
20199991.679160543,22321338.207399268,23200006.034446273,22321343.143321957,20200015.50892417,18078667.112438586,17200014.806137893,18078682.170465797
20200000.294371784,22321328.076724235,23200002.739391588,22321317.84839642,20200003.174767338,18078688.2528633,17200020.807673007,18078668.714696262
20200017.322893653,22321335.23265475,23200008.474691845,22321329.247850344,20200013.25452469,18078690.884355865,17200020.912823115,18078676.621572312
20200008.464456707,22321340.086665805,23200014.874946725,22321345.46362437,20200013.953811202,18078683.0735705,17200020.37416368,18078691.827144135
20200018.127710372,22321336.717646934,23200005.134918507,22321334.383789476,20199995.485665757,18078679.31922504,17200000.814729974,18078689.965331346
20200001.882009786,22321305.54838796,23200007.70138253,22321325.84040166,20200010.803434636,18078681.11600935,17200001.409316055,18078677.574535314
20200003.878770463,22321336.59970771,23200019.051353402,22321328.169681456,20200011.266934384,18078708.719531443,17199995.438059427,18078694.817885693
20200005.738472734,22321338.23137381,23200008.6206981,22321314.86345215,20199984.850856636,18078685.61738699,17200008.717504133,18078692.017517354
20199999.14204369,22321322.26790089,23200018.888163123,22321306.909286845,20200013.684306365,18078670.81830887,17199997.623613063,18078681.73780136
20200019.608801708,22321326.875600595,23200012.2193822,22321316.807136342,20199999.11977298,18078687.773280784,17200009.53523642,18078687.804203104
20200003.20725402,22321307.31312386,23200003.10108922,22321328.357119627,20200019.813293867,18078691.840198677,17200000.891079687,18078678.81314322
20199995.46355018,22321337.803125396,23200031.42998201,22321335.515845664,20200006.77340033,18078686.61693335,17199998.251315694,18078682.432410095
20200024.619906396,22321309.260179244,23200024.6714834,22321326.73920963,20200011.724980365,18078685.566917256,17200024.252491098,18078686.489463467
20200006.407341503,22321330.127017763,23200000.932737935,22321331.611706942,20199975.31918556,18078701.225672327,17200008.103908263,18078693.855171908
20200010.53451104,22321338.476087604,23200022.32713609,22321322.935149264,20200021.30658955,18078658.087826975,17200009.210829634,18078680.306702375
20200008.29411118,22321312.41657654,23200005.061914485,22321321.755457215,20200015.071835916,18078671.847274054,17200023.753763683,18078694.597577248
20200002.252957456,22321323.010360003,23200001.554502495,22321332.046270806,20199992.092003826,18078679.63624876,17200025.075178266,18078694.963817913
20200009.123742536,22321341.1223571,23199994.001583677,22321332.088066142,20199989.237570044,18078674.22105313,17200005.852613796,18078686.851799093
20200011.455263756,22321332.14565017,23199999.663826436,22321339.5034061,20200016.32278618,18078699.716412503,17200008.35867546,18078687.111984685
20200007.91877992,22321313.60082512,23200007.888338726,22321318.07092225,20199995.983790796,18078695.846078664,17200002.802852325,18078689.242953114
20200012.32084924,22321319.29318949,23200022.877186764,22321313.421744097,20200014.912003733,18078690.894368436,17199998.2545411,18078682.278433494
20200010.015045024,22321339.649298716,23200002.452636514,22321344.477885045,20200011.13153114,18078686.669748392,17200028.197757702,18078673.35450133
20199997.0283026,22321328.13954661,23200007.465440292,22321335.1964866,20200006.364388872,18078685.844990466,17200009.756944243,18078685.737707406
20199996.92557454,22321315.047347542,23200011.466961294,22321329.651015874,20200015.196926948,18078689.174527418,17199992.972009458,18078689.91518841
20200000.3888234,22321332.775388774,23200018.44265663,22321311.524246313,20200029.129160617,18078695.002459347,17200007.846710727,18078699.840900913
20200004.805444058,22321334.807717882,23200013.236939523,22321325.36383161,20200002.325365916,18078685.424882,17200014.215962455,18078680.65748881
20200030.158519737,22321329.839822296,23199991.831598323,22321329.819417775,20200003.675291423,18078688.375302542,17199996.473823115,18078686.338409916
20199980.458693214,22321336.94369272,23200009.827237297,22321337.225554857,20200012.71409759,18078675.07110412,17200010.21775197,18078692.089885034
20199994.82544902,22321323.203387596,23199979.861762147,22321318.441977672,20200009.805861637,18078683.29856592,17200000.89964531,18078684.806641553
20200008.798649862,22321337.46498038,23200017.3930106,22321334.91498877,20200010.958870016,18078677.959903702,17200003.169509567,18078684.180205233
20200016.84275347,22321324.38638892,23200000.173304625,22321319.534980733,20200006.875674978,18078691.23935007,17200003.450765636,18078671.13280143
20200004.307910934,22321334.06373914,23200025.0884348,22321334.432270247,20200026.47793931,18078673.338795763,17200015.054693922,18078706.762611352
20199999.11996349,22321320.39547844,23200006.733648345,22321326.0748478,20200004.20843777,18078688.085717566,17200006.833731916,18078680.60252353
20200007.420513842,22321311.814722165,23200005.22861764,22321320.424894903,20200011.20992584,18078684.698026787,17200009.46897799,18078675.849864796
20200023.36497604,22321346.84819486,23200022.288390104,22321347.72404052,20200018.307868566,18078673.552001607,17200018.744907536,18078696.0172806
20200004.715879492,22321321.161749423,23200021.9657141,22321322.70670223,20200015.439085525,18078688.547084797,17200014.136964273,18078669.52405028
20200007.334078565,22321344.729553808,23200010.54057637,22321335.727905545,20200026.80835066,18078677.963085353,17200011.086575285,18078696.380673796
20200012.74027276,22321326.400529105,23200003.473362386,22321319.90025187,20200004.640040997,18078684.463495366,17199987.255610585,18078671.812188078
20199998.531023502,22321325.197505962,23200024.59209557,22321317.083498307,20200013.60546996,18078683.5639452,17200000.494549565,18078688.257425565
20199999.672460996,22321337.89085612,23200018.526574463,22321332.04204411,20200005.76635171,18078682.429376364,17200011.233149763,18078686.45838185
20199994.415088806,22321322.048724283,23200003.954856325,22321308.79510208,20200017.083247393,18078685.01199179,17200008.649438646,18078696.766233712
20200005.34869512,22321335.306720514,23199994.37797706,22321337.518279858,20200003.89349889,18078674.263047602,17200000.81256458,18078699.089796197
20200015.911846485,22321315.809508786,23200015.991062064,22321335.27326553,20200006.76936235,18078663.37854502,17199996.55395194,18078680.52895425
20200023.40755087,22321312.267382678,23200004.162062876,22321332.86427452,20199998.580790903,18078677.22026002,17200009.04337953,18078694.766532775
20200007.122349184,22321340.359150134,23200007.510746285,22321329.6004862,20200005.16087371,18078695.71515652,17200020.43871818,18078682.73886233
20200002.173570834,22321314.557713985,23199996.07389721,22321312.615134556,20200008.985974826,18078674.472797245,17200001.27365659,18078697.223875236
20200023.206758596,22321342.160499163,23200000.263689257,22321325.399887472,20199997.13758816,18078696.896501753,17200006.462592136,18078699.156137437
20200010.816333536,22321312.728462942,23200011.6038606,22321321.05540555,20200000.507680267,18078698.08553296,17200021.428380243,18078681.792978913
20200027.436425366,22321330.308273505,23200002.605631165,22321344.18476934,20200010.01907815,18078675.078262717,17199995.684508227,18078698.826853406
20200014.602270026,22321337.25365962,23199998.668017246,22321327.088117037,20200012.233294655,18078685.675425943,17199998.63633647,18078676.21710615
20200002.575452026,22321325.583560985,23200005.52019997,22321333.844498754,20200018.026505716,18078684.828589138,17200003.398515645,18078694.39904453
20200021.393340893,22321337.53305663,23199992.102818724,22321323.31765054,20200018.428959846,18078691.43634429,17200018.185695734,18078683.962950084
20199995.39487662,22321318.40861286,23200010.70578937,22321322.223592978,20200016.893351417,18078688.987082306,17200013.703871906,18078675.90107183
20199998.19874629,22321325.48745534,23200013.630681433,22321322.572786734,20200010.205480855,18078676.493138004,17199997.790245853,18078694.017094005
20199996.25377945,22321322.358860854,23200001.304448888,22321329.145794913,20199997.007245358,18078691.511072975,17200005.170619454,18078665.667697906
20200011.29386992,22321348.534869276,23200008.296243306,22321338.04487941,20200019.84519778,18078698.93777827,17199992.113026176,18078689.580250826
20199997.6335951,22321330.212589875,23200003.615703512,22321334.630874734,20199998.34263434,18078709.298132084,17200005.495664842,18078695.418109525
20200012.975426394,22321329.573218565,23200017.639939405,22321337.249822427,20200012.552906316,18078684.386713907,17200001.05772027,18078667.11238781
20200004.51314415,22321318.29949285,23200008.170932468,22321316.087373685,20200004.550290935,18078698.900984753,17200021.3782512,18078690.616595846
20200001.678072255,22321337.61561538,23199981.182517312,22321323.715768468,20200028.429005474,18078674.064680412,17200017.890543107,18078672.366014462
20200009.728557356,22321307.983486988,23199996.631932117,22321334.151381314,20199986.10782218,18078690.88708201,17200016.1153556,18078683.87013205
20200000.575479865,22321331.676563427,23200010.78415473,22321334.042062502,20200005.304195408,18078690.29596181,17200003.54573131,18078689.499004688
20199998.370327633,22321320.631994378,23200011.756555747,22321324.992219232,20200024.447440445,18078693.916446783,17200019.302548915,18078679.619984407
20200026.93386285,22321324.037038874,23200005.05988444,22321365.002901107,20200008.406407703,18078673.01117677,17199995.230472397,18078675.019198243
