carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
107726225.44462174,122916107.09191215,127953537.66208895,125059634.43013263,112021508.88664676,104881815.0174314,91985542.26610763,96961626.86232226
107726361.77941978,122916154.3027132,127953485.31116566,125059615.53316253,112021402.45852932,104881802.2560727,91985582.06914617,96961641.0106489
107726346.12895806,122916186.23723145,127953503.83009131,125059754.98221509,112021541.07480487,104881821.80758137,91985590.74961978,96961689.26179563
107726266.27637096,122916085.47404388,127953574.24726307,125059587.5266263,112021413.89800322,104881743.07243042,91985637.71224986,96961745.09715393
107726407.17917153,122916122.64642592,127953490.81138472,125059662.03070721,112021433.19402035,104881772.56627318,91985632.96868527,96961713.13950527
107726364.03516296,122916138.05935052,127953497.41482031,125059692.77171518,112021415.34244104,104881812.81870964,91985549.24328938,96961628.75596087
107726425.96938914,122916159.84582299,127953530.35209206,125059788.67682457,112021423.396923,104881858.30482069,91985555.39006318,96961735.41099824
107726275.18302774,122916187.65337868,127953455.31986745,125059738.78094658,112021490.36940418,104881755.78505635,91985619.29259564,96961634.7110352
107726450.45865043,122916180.79554556,127953510.17056885,125059727.52704038,112021425.67448394,104881833.41772063,91985596.11637284,96961608.87973185
107726360.83024272,122916105.71554697,127953451.32316257,125059742.9372025,112021525.01054257,104881787.9505076,91985593.52081183,96961624.96326852
107726336.79368016,122916197.47679022,127953525.98391667,125059732.13265571,112021554.99033663,104881808.51691344,91985621.34101653,96961795.2388128
107726320.58317629,122916254.81479315,127953428.27068189,125059718.17262107,112021476.91146444,104881758.1842687,91985589.78644416,96961633.66094255
107726440.79784656,122916097.07547489,127953557.33624525,125059681.09314154,112021488.84668782,104881819.68619552,91985571.65666303,96961718.217312
107726279.76332198,122916148.11210856,127953481.3903659,125059684.81727773,112021356.74501657,104881767.8466449,91985627.15550645,96961670.02343978
107726328.19701867,122916197.6816685,127953478.77745865,125059789.38152058,112021539.34077713,104881808.40376244,91985494.19557096,96961761.62966783
107726333.47786999,122916112.80532144,127953474.91146523,125059757.99337147,112021426.17197645,104881795.43640178,91985633.0755902,96961698.56726633
107726311.87422855,122916150.55454987,127953538.40900308,125059702.62898898,112021507.5792715,104881779.73916316,91985701.08902954,96961620.69285855
107726311.96685411,122916194.40977538,127953497.11022533,125059632.64871028,112021480.4355486,104881881.08269037,91985533.3470443,96961554.71050143
107726399.32887621,122916128.54769829,127953517.51175378,125059724.78910145,112021499.6294517,104881719.1848538,91985609.31243518,96961629.18571432
107726399.98680416,122916121.2086122,127953590.12150835,125059777.60734585,112021488.27407342,104881719.24874042,91985717.0521885,96961721.38844869
107726264.78300686,122916140.61105122,127953569.68376483,125059816.23722775,112021520.84437871,104881852.10417867,91985740.71245252,96961682.78927472
107726346.02691458,122916144.57509199,127953455.66420762,125059687.05268288,112021432.89692749,104881720.66071244,91985657.71533841,96961633.31766932
107726374.20650019,122916187.42344093,127953586.60833779,125059682.28224467,112021509.2153033,104881828.93054861,91985577.09442809,96961806.94278139
107726364.86430214,122916115.65314251,127953468.2206385,125059698.67580487,112021549.21449511,104881753.32734971,91985574.97576024,96961604.7462084
107726338.72353801,122916185.94024888,127953534.48831779,125059704.03614552,112021464.25080092,104881763.27917777,91985570.55721967,96961648.53250489
107726395.84948866,122916233.82685587,127953435.1487687,125059727.76171209,112021434.5457925,104881818.85135972,91985591.48763967,96961714.19117641
107726369.25611973,122916143.68424541,127953515.15204188,125059557.87007932,112021523.2303528,104881763.75590348,91985590.30208708,96961662.31759918
107726361.40741748,122916087.95338237,127953506.81780668,125059766.62746446,112021431.05437943,104881799.97009724,91985556.61909685,96961646.98261292
107726379.11068214,122916148.36307922,127953493.42559467,125059731.8234673,112021422.01560894,104881769.82912347,91985763.51742771,96961717.25515485
107726375.26368624,122916132.68204208,127953553.25813879,125059635.0269944,112021430.37608771,104881831.87901914,91985614.67421389,96961627.97753899
107726259.24226247,122916160.35894872,127953499.76136324,125059669.39612511,112021413.02497447,104881699.89735045,91985636.75688514,96961662.97625203
107726337.22914964,122916127.6704618,127953562.12139988,125059657.80837493,112021395.7638638,104881896.1929537,91985619.70342371,96961654.2799971
107726398.27238812,122916240.96062204,127953498.34214368,125059762.54019266,112021384.37869537,104881888.29409473,91985674.45720418,96961636.36052163
107726393.09827152,122916246.29434769,127953629.53738686,125059651.65001965,112021395.97154424,104881796.41544604,91985622.87655105,96961682.25610474
107726328.74660707,122916126.83151181,127953463.55508605,125059796.88077395,112021474.87905465,104881886.86922745,91985530.60814191,96961685.58945456
107726348.92956628,122916146.39746757,127953478.49148333,125059712.84428944,112021475.59783715,104881751.7480259,91985628.03701825,96961644.51282312
107726315.93821204,122916201.35000579,127953538.16253002,125059704.671233,112021449.25479782,104881839.63801877,91985558.88762514,96961783.27659766
107726355.78257808,122916177.99754524,127953444.42156954,125059749.16392387,112021458.96559563,104881769.52614763,91985740.19595008,96961734.27531311
107726384.58714822,122916160.43432249,127953487.86551784,125059710.6839475,112021449.03639226,104881904.25643583,91985530.95673883,96961735.33748142
107726303.60563451,122916135.45895791,127953533.15832902,125059689.09979941,112021507.40598816,104881792.55348834,91985642.65549017,96961762.00986306
107726391.50018199,122916250.44243652,127953473.34764546,125059679.37377156,112021521.58934066,104881783.6158934,91985617.48264481,96961723.41909748
107726323.22976746,122916106.57838216,127953503.09598365,125059766.42321491,112021470.71608122,104881761.3384205,91985577.00973102,96961743.47269896
107726273.46165435,122916183.19886686,127953525.71706754,125059686.79534489,112021547.27399355,104881743.88596225,91985633.1010128,96961700.29555279
107726314.2423,122916185.36624876,127953451.18187265,125059670.18734108,112021515.45652197,104881795.55634193,91985545.54062043,96961712.13046934
107726297.07818761,122916091.61082076,127953536.43876007,125059738.77735625,112021496.87510124,104881837.31137767,91985547.11083864,96961696.36255063
107726440.92668094,122916093.5022482,127953476.04142508,125059632.86235504,112021460.3516301,104881775.89830162,91985605.64938112,96961772.83836904
107726312.81351,122916200.74986812,127953489.97533593,125059779.00242762,112021497.89760762,104881829.01497762,91985520.68073496,96961795.35116118
107726387.78368318,122916186.87266533,127953480.52141176,125059585.71549383,112021441.0327635,104881818.57150294,91985565.48231366,96961778.65933469
107726318.78750646,122916168.64009835,127953540.45222446,125059665.76633543,112021391.34579225,104881827.8304736,91985614.57802227,96961762.42898506
107726333.36685026,122916177.38841078,127953494.8155825,125059742.95648904,112021503.9314109,104881835.49114749,91985640.37261987,96961703.85818702
107726247.9241733,122916227.433635,127953578.88525273,125059687.55957891,112021395.45603663,104881845.87548175,91985607.96078078,96961601.07828616
107726351.50812307,122916127.86057004,127953500.68379986,125059667.9416787,112021490.9914129,104881802.86736105,91985520.52096486,96961655.62148748
107726478.89221086,122916173.82470396,127953411.8832332,125059651.37302698,112021493.86946253,104881826.70228007,91985537.75139847,96961633.22129516
107726351.25080839,122916070.955598,127953486.22187029,125059655.4574984,112021566.50629531,104881801.90021367,91985671.91094998,96961767.62859844
107726373.16049097,122916162.01927303,127953487.46126138,125059711.36538698,112021390.50660351,104881857.19492334,91985680.44103016,96961712.53581308
107726342.7334017,122916133.38975608,127953558.96550938,125059759.084187,112021366.96476862,104881783.69286554,91985622.33286642,96961740.14095946
107726383.08591188,122916067.24398693,127953484.66865624,125059719.04208077,112021507.39653485,104881732.20938572,91985548.24378876,96961802.91429712
107726228.18892412,122916152.47349602,127953514.20389308,125059761.0170241,112021477.35912605,104881756.4539276,91985589.87430468,96961636.36916055
107726371.08845755,122916184.25164267,127953527.41187729,125059671.80371808,112021410.33374228,104881870.80746064,91985568.07805692,96961641.32362634
107726323.6708135,122916241.85523249,127953465.18089685,125059598.60343838,112021444.53744312,104881837.14661738,91985576.44320849,96961603.71882924
107726380.9049151,122916069.64850177,127953581.29250635,125059694.05994856,112021393.61117272,104881770.8273737,91985643.28583889,96961677.9394531
107726287.05325367,122916160.04491207,127953544.9959223,125059662.29473554,112021423.35336766,104881818.10691586,91985634.19219051,96961648.90305604
107726369.06194797,122916258.22582856,127953556.11695075,125059725.74749504,112021450.36434488,104881788.60761054,91985620.99886066,96961761.5089862
107726358.88034385,122916132.82914646,127953512.6135795,125059693.6628063,112021571.58094105,104881835.26804887,91985652.47034568,96961673.20395666
107726409.84615989,122916169.01386808,127953502.01268816,125059584.29935229,112021479.7606438,104881749.35684805,91985648.6867392,96961698.6153817
107726366.86905979,122916163.71701878,127953498.64205429,125059739.25722581,112021432.71947165,104881790.94875231,91985513.08540529,96961692.32827944
107726366.18680747,122916073.3598667,127953560.03780837,125059747.64948976,112021503.13569689,104881758.82087667,91985694.17461593,96961694.64968656
107726297.45051326,122916215.99983853,127953514.3952121,125059723.85046081,112021433.75469698,104881792.94663617,91985619.0245472,96961655.01326007
107726387.46638958,122916055.24754742,127953440.48692589,125059669.57448016,112021543.74245735,104881812.89739291,91985625.9130707,96961633.56035657
107726345.90134579,122916150.15198189,127953502.63773607,125059721.3337761,112021542.77179582,104881692.95250627,91985671.37111372,96961624.32713449
107726440.16383441,122916136.15282238,127953465.32915096,125059672.28815873,112021497.38080661,104881865.22957581,91985589.18125786,96961630.67014901
107726375.96138963,122916186.4100498,127953544.83611657,125059733.23697178,112021485.88435131,104881787.16735741,91985708.86829087,96961712.86063987
107726359.19817556,122916119.63487515,127953457.22201933,125059693.32728225,112021442.82020776,104881818.76983632,91985675.90607105,96961787.53379858
107726332.07233241,122916127.26393668,127953501.61932631,125059700.06868583,112021462.11869559,104881758.60116713,91985565.44229822,96961780.3618282
107726429.38493322,122916167.21041106,127953392.85321952,125059684.9182558,112021499.81492698,104881789.96120419,91985584.16077736,96961659.64462763
107726369.07160327,122916130.3167525,127953501.84848985,125059650.60706182,112021522.63753092,104881770.79935728,91985597.71770065,96961621.2844527
107726406.88926421,122916179.26083459,127953467.27756444,125059793.91223018,112021592.85271361,104881832.14236541,91985484.81051855,96961615.51965907
107726379.50852083,122916177.95081897,127953463.66916667,125059646.06251676,112021408.96214955,104881764.1283321,91985609.40523347,96961709.80240366
107726296.69241154,122916151.70364986,127953558.14335237,125059628.84722434,112021510.36104149,104881735.62268709,91985572.4442849,96961676.82235923
107726344.04738621,122916085.05770788,127953549.13347185,125059644.24674538,112021417.04725553,104881713.64545718,91985638.73875843,96961742.22064781
107726404.27008484,122916151.15075941,127953589.55047874,125059706.99497452,112021449.31935574,104881901.34310484,91985624.61229445,96961658.88617757
107726427.36798406,122916175.89242415,127953560.81834884,125059621.12636274,112021448.35000001,104881818.75687347,91985666.42832507,96961647.95766865
107726474.40181333,122916215.19685489,127953479.10725182,125059671.50176822,112021463.17464197,104881814.74068065,91985552.72044154,96961728.98434392
107726260.00148584,122916151.45230493,127953462.77647972,125059646.04637697,112021413.67041026,104881794.08855854,91985591.04708178,96961664.26986529
107726381.29400231,122916120.41034818,127953475.83085464,125059723.65692817,112021423.04237661,104881709.00274147,91985542.41827989,96961712.43626462
107726331.1355688,122916067.05935019,127953536.15521829,125059689.40487437,112021474.10356842,104881851.13277815,91985543.57447363,96961752.39900519
107726318.6930035,122916172.48432359,127953567.27858533,125059662.16837683,112021472.05903186,104881824.85802492,91985601.4386376,96961641.92844449
107726338.77241306,122916156.4255345,127953489.93639377,125059723.82323082,112021366.03542818,104881758.77284327,91985591.36808355,96961668.81483935
107726408.61715496,122916185.87339754,127953458.17168655,125059660.90415281,112021538.24449492,104881862.16336803,91985636.42426369,96961630.18871163
107726286.47252311,122916120.1330912,127953537.23557653,125059756.06925987,112021480.69651014,104881881.91158098,91985585.90249816,96961646.85577498
107726459.67967394,122916105.87318361,127953539.05082604,125059700.53863636,112021574.98532054,104881817.83683123,91985504.44583797,96961626.91561817
107726359.61474311,122916150.62513307,127953442.50570099,125059724.36747088,112021547.56286503,104881768.07158619,91985676.40111077,96961685.8284806
107726491.46895866,122916102.5767108,127953528.08406837,125059709.90447845,112021522.48107752,104881815.76539272,91985618.65604219,96961744.12624465
107726377.36505607,122916116.93442592,127953482.19374067,125059682.8166207,112021477.42052095,104881778.21573597,91985681.6792159,96961689.98381963
107726366.07460025,122916114.46948475,127953480.00651771,125059724.91791399,112021502.56478901,104881834.17225327,91985671.04911911,96961712.6909617
107726312.7492906,122916130.4065731,127953502.06765956,125059651.72158644,112021579.23096818,104881761.38377686,91985555.06845729,96961684.26229064
107726349.5758625,122916014.94296597,127953509.70337737,125059699.5618336,112021480.1746676,104881872.25718269,91985567.75326271,96961631.88427593
107726408.60351813,122916130.14721702,127953522.43167692,125059692.9106121,112021509.95559588,104881761.27327389,91985672.639115,96961569.20293485
107726323.04245868,122916095.83358572,127953557.34238298,125059679.78597064,112021543.46293676,104881805.61538824,91985716.76790662,96961703.26116058
107726363.18902,122916218.15602642,127953476.8896971,125059626.23483928,112021469.84944575,104881795.05883938,91985601.95721467,96961593.82023059
107726291.77738851,122916159.81437701,127953496.82617104,125059623.34514987,112021469.11552086,104881736.61155896,91985652.16604659,96961673.88626319
107726433.59361492,122916185.63755773,127953542.94756997,125059621.22335753,112021422.55231877,104881829.30328004,91985607.01417042,96961654.00535378
107726289.6308141,122916166.31085348,127953520.47634384,125059768.99576889,112021431.43703398,104881852.26113227,91985602.84820834,96961639.18846709
107726268.39924723,122916227.77455068,127953491.38176198,125059657.39545888,112021500.56093231,104881822.33092716,91985651.62489389,96961685.97160004
107726361.81326883,122916180.53800137,127953524.00267468,125059703.74388918,112021463.17671058,104881765.11938292,91985668.6891005,96961623.51923023
107726350.09656158,122916150.44874635,127953537.55578746,125059757.0377872,112021359.83610632,104881815.8552566,91985646.21221285,96961745.87205409
107726325.611624,122916259.82101746,127953422.3137247,125059644.08079936,112021485.16163556,104881819.14428948,91985521.35137059,96961730.55607967
107726231.53390463,122916216.13552842,127953452.0783001,125059751.91848457,112021482.78300886,104881632.94475558,91985559.34476306,96961660.57134268
