elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_7,elevation_8
24.809758484997253,81.68344147707971,24.36396231356329,35.015103133588966,70.1203378728199,44.181945560321886,69.96997767803522,73.62386283793622
24.808990873896217,81.69596193023936,24.350508299044634,35.01004981759841,70.1308148896563,44.18855860393461,69.96650195393512,73.6164366929466
24.82311914642596,81.71401789221012,24.35897090431939,35.021022053927105,70.13569170195915,44.16992112352297,69.96222768830174,73.61035579902112
24.809836554103086,81.70750067446973,24.35350039077254,35.008976776004644,70.13317955138878,44.187183561146284,69.94985369538938,73.6135449665107
24.81475813145111,81.7112539326019,24.37343607633533,35.019019092171,70.12784993317666,44.18602378210533,69.94521487063786,73.61119134984175
24.821228455155943,81.7047236156924,24.389276151793847,35.018094048808706,70.12604627191443,44.199526404731635,69.93312661042837,73.60876610554344
24.815439491406796,81.70203387477466,24.382180757561855,35.01931119960801,70.13685665808765,44.19252421146429,69.92172815465435,73.61718427684521
24.822175484870773,81.70228812074899,24.37992335684192,35.02508829823309,70.1430623913652,44.21333296265731,69.91801425151019,73.61463173200634
24.81070910333319,81.70363831684769,24.359222431977376,35.02971976368161,70.1584513616967,44.212150828639885,69.9367535568866,73.62619038900395
24.807599330029692,81.69752406489057,24.34151567595247,35.01784987651065,70.16227293152268,44.21165435596578,69.95375240694352,73.62765186702902
24.79078321321202,81.70103989514367,24.357313974565052,35.02746274050633,70.17255196868882,44.210819815854016,69.94494556384362,73.61158209317095
24.780523042354385,81.71523546818605,24.365995749173145,35.01733559031655,70.17844808605555,44.227369972557916,69.95101512951831,73.60676471155055
24.77886857636506,81.72193659881562,24.36706405123115,35.00411050810789,70.18277613320204,44.224413295446155,69.94417036413978,73.59213033105094
24.77968995230978,81.72832189821024,24.368069340825567,34.9956703317254,70.1839334537384,44.21772053988513,69.92768961976081,73.5983357746914
24.772767899331267,81.73156719950704,24.37993723899479,34.98138006840112,70.1728713981713,44.22735364313477,69.91892880871136,73.59695577153977
24.780106665605967,81.73094368126522,24.3694891827607,34.983207861690296,70.18480460999588,44.234764164487146,69.89655480325696,73.59492455611422
