azimuth_1,azimuth_2,azimuth_3,azimuth_4,azimuth_5,azimuth_6,azimuth_7,azimuth_8
249.89654805708253,322.7638698316396,339.51636494988014,191.63433610305287,285.8311990678021,246.80418083344242,183.0349236687256,264.2040701340311
249.9328545450459,322.84612449710096,339.53127768774795,191.54613820768256,285.8760308670753,246.83383255918383,182.979945269146,264.1453650328037
250.02717229242538,322.7547104803107,339.5653448929489,191.48098956874907,285.94491033488407,246.90813696837614,182.9427343046191,264.1977111440237
250.0439827740503,322.79277943731455,339.55452854160666,191.61584869416188,285.8704732254042,246.8999153837548,182.91484010080885,264.22925852080033
249.95030807185913,322.7679714539976,339.54946908716687,191.6168560762788,285.94099370142237,246.925440967121,182.94318160506756,264.1922163253569
249.9261754229687,322.6975963715765,339.49284110466556,191.65510375119905,285.98649653863566,246.95975751282757,183.04316132671448,264.1138282475575
249.8567475185971,322.80578011089386,339.46484917440995,191.6987639200195,286.0166408785411,246.969254208678,183.08598902575892,264.0579301727808
249.95454324970737,322.8351519465514,339.44065932141916,191.73538021410542,286.040255935836,247.00790264270915,183.1017760615321,263.98535426498637
249.9013493396413,322.80313286299224,339.46461787491256,191.69216350080387,286.0689016447371,247.0013165832106,183.11488662216365,263.9406887707067
249.8635230177131,322.74391425297443,339.5126592981975,191.67240644843096,286.16673054223384,247.0343531824634,183.0776470045876,263.8899961170146
249.75601653913287,322.6816817270045,339.52454553538024,191.63184750752956,286.170545889033,247.09006855724166,183.12281060527147,263.85538909940914
249.76755310089897,322.6497133480793,339.4511342710387,191.59772073691127,286.0796400407828,247.12597109875904,183.07613387737788,263.8948854696644
249.80037696361583,322.6910916381203,339.40819409057235,191.59922976041446,285.9858013775199,247.1349433193091,183.07238280168824,263.8332786622898
249.7996149028746,322.64898366095747,339.2972567312521,191.55982718847736,286.07012777713874,247.1690147556096,183.11317868072751,263.78707697798393
249.74650383395237,322.692960748058,339.283126797273,191.4957945980107,286.08645862417023,247.2949648542452,183.13945500080771,263.76654907634804
