elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_7,elevation_8
27.16271569346135,18.068421047754498,57.40283216710226,81.79433409768966,57.421131319465104,38.90587089439046,84.43712084604485,83.4766625121281
27.158918879536863,18.07288593606675,57.40516995069144,81.78189389437733,57.425667960924834,38.89963302616137,84.44050218447649,83.47904179030837
27.158082066163043,18.073091057178758,57.40948756686715,81.77066698903454,57.43129840904432,38.91023130715473,84.43240954213795,83.49618418652801
27.168199602079206,18.056255225580657,57.406853334126104,81.76591805616195,57.43481411573231,38.895692872158754,84.46183170247967,83.47288622658628
27.14852011937149,18.051595576764996,57.406801243521116,81.77943681001895,57.412762906162705,38.88739820129304,84.46707565995554,83.46881936582056
27.14330452244819,18.04663527561077,57.40097591284008,81.79046147108463,57.40182732277095,38.89772909516586,84.48957749978801,83.4751887120295
27.141933717741875,18.03650088760278,57.39459919036915,81.79839247036259,57.408499659030404,38.9097344966331,84.48599606806643,83.48558414976645
27.141780770336144,18.041280448891694,57.39729852182871,81.79608022924856,57.41005938644259,38.91538668833489,84.48557210509337,83.4810231157966
27.133878248268942,18.035784944515566,57.40713899245174,81.82129332949911,57.407926764593284,38.91890510526243,84.50160666541973,83.49132964499874
27.121467873449276,18.03409100353798,57.40892079578131,81.80766856302813,57.40052390525026,38.91874548432876,84.49429259096704,83.49999273819698
27.12402888258369,18.039406625078946,57.41605314697689,81.81783274688145,57.41406202465433,38.92069201156083,84.48475991101415,83.50216740667773
27.131408764420645,18.05714283130909,57.40244220750834,81.81982732478602,57.41310916396776,38.93129814737548,84.4908151501394,83.50118254191447
27.12455878419921,18.062661345039274,57.41301802951921,81.82544529054495,57.40804184975472,38.93432391279571,84.50243894758532,83.48867204918626
27.130216713498918,18.05217811585012,57.432883827369295,81.8175245501439,57.40982605019631,38.919337320461736,84.4947137704785,83.51042561819227
27.131409212018283,18.034934121237534,57.426805986772855,81.8258069596649,57.39338290963248,38.91485874231627,84.47772429688818,83.51316070021696
27.13716682091041,18.04065885940814,57.43632836309125,81.81571018207953,57.379393351601344,38.926950989491296,84.4932429511912,83.50679668596486
27.12842289447691,18.033266221887903,57.45120641871309,81.81310882066771,57.37122003406786,38.92581309860048,84.51153245713516,83.50853338321917
27.145932411221125,18.043103726725597,57.44931307954701,81.81482461520184,57.38878352637921,38.93186919183952,84.49295153447986,83.51573960050897
27.139349497569835,18.038317251171463,57.44946888222598,81.82576511678536,57.38689816308083,38.94136038791884,84.48416036335708,83.52204155340421
27.153272660437505,18.0424898738751,57.448798690830145,81.8219621159431,57.38900610839664,38.94748397664319,84.4810600577546,83.52419495532813
27.16480363283409,18.030796555901688,57.45906781811921,81.8263982179346,57.389936553195696,38.93437428433339,84.48260793644658,83.52868892089074
27.1671278346812,18.029995055240718,57.433312029018985,81.83066371569211,57.39161567429982,38.93493380648704,84.49505012508257,83.52190835231795
27.16785275185415,18.022065133486638,57.4399818654781,81.8205359207766,57.39713562376681,38.939141592801676,84.47953266340082,83.52369900740624
27.168935962805598,18.0243639738905,57.44258157451033,81.80783686839668,57.380668906047504,38.92523892430922,84.45983093075266,83.53078868378657
27.155825144883202,18.015949183864894,57.44459609378676,81.80550059060741,57.3892648775373,38.91374186078449,84.46750777836867,83.53246852472193
27.162728825284113,18.019015435646757,57.44534394504331,81.80926884916916,57.38624881287847,38.92796491131635,84.44094948528607,83.5372332639272
