pseudorange_1,pseudorange_2,pseudorange_3,pseudorange_4,pseudorange_5,pseudorange_6,pseudorange_7,pseudorange_8
20200006.823546723,22321317.306670733,23199999.183164034,22321342.158737995,20200007.229289316,18078688.503818527,17200017.982072882,18078692.10086351
20200018.110098604,22321304.12306962,23200011.684702177,22321325.101300266,20199998.45332138,18078678.906752575,17199986.178658813,18078683.75798069
20199998.003949746,22321321.6163522,23200008.237714104,22321326.71468256,20199997.549524672,18078682.31116449,17200005.40845079,18078673.81262704
20200021.32115542,22321324.129605826,23199993.53127188,22321339.25820033,20200009.96350917,18078678.252330177,17200001.998418145,18078691.79572247
20200009.192520905,22321334.136028666,23200006.38699901,22321352.99840442,20200002.023786876,18078681.055571336,17200019.17916451,18078675.12238302
20200008.921539977,22321327.323496208,23200013.44946221,22321313.059898205,20200016.39402147,18078685.750690233,17199990.27638362,18078680.26182137
20199997.20697912,22321314.045172274,23200009.30614793,22321325.337456945,20200006.482189998,18078674.540639862,17199996.13312244,18078702.201750997
20200012.848886218,22321333.579035647,23200011.308615867,22321318.507367376,20200019.65371901,18078691.657868814,17199993.333022624,18078695.312458295
20200004.95942697,22321318.578297142,23200012.38721196,22321332.63227193,20199993.731736597,18078673.17626562,17200011.996796235,18078671.80007183
20199988.167644072,22321325.617107086,23200006.832977116,22321310.616227936,20200011.262374908,18078701.26028694,17200004.46490619,18078694.94251829
20199998.967175633,22321331.07577458,23200017.35123524,22321333.964101627,20200001.317752652,18078708.156633213,17200005.25075462,18078699.78132677
20200002.97791046,22321342.54290262,23199996.68642492,22321343.81486543,20200003.515575305,18078671.580295093,17200012.684708048,18078678.22690373
20200003.854082514,22321342.368275214,23199994.86796765,22321331.077037778,20200001.819246177,18078705.185636077,17200001.096574638,18078702.97303466
20200008.594879836,22321337.194465954,23200004.37225987,22321317.43692902,20200004.334113616,18078696.830165736,17200008.6469811,18078693.014069673
20200010.770015873,22321318.251246884,23200001.5815834,22321315.544216998,20200027.20051999,18078689.07308916,17200026.78243676,18078692.72541915
20199994.077129845,22321329.757581357,23200002.60812848,22321324.50926236,20199991.97000576,18078689.180600345,17200009.37960524,18078675.172029518
20200015.06961393,22321315.59960413,23199995.74473692,22321331.879388865,20200006.87009404,18078682.384617887,17199989.614143796,18078674.48356397
20199999.733144924,22321335.237346597,23200003.6754868,22321329.929848135,20200007.119653445,18078709.775665373,17200007.978934675,18078673.2082881
20200004.729237296,22321331.64149996,23200001.556035034,22321317.629109643,20200011.607229684,18078687.856220108,17200007.396925196,18078687.203744154
20199986.44590013,22321333.688305207,23200028.408741977,22321319.64258298,20200001.330270804,18078679.669025525,17200015.763366733,18078704.561798677
20200030.01311781,22321315.167173576,23199991.429365322,22321329.628901094,20200028.43710818,18078688.672164172,17200009.31197404,18078679.071729712
20200015.309973713,22321332.246548586,23200014.23944599,22321326.7897785,20200003.89777435,18078691.872840922,17200011.015845858,18078685.79423263
20200012.200174753,22321336.72103041,23200008.579055127,22321319.671833426,20200004.092582364,18078671.59313939,17200004.559657987,18078695.77618593
20199996.57642373,22321334.667448506,23200000.425468262,22321324.957374983,20200017.88009719,18078683.228113063,17200013.70836519,18078687.670605056
20200018.182048462,22321335.343899272,23199998.209499806,22321316.12275605,20200009.14676383,18078669.621913116,17200001.218999896,18078694.07850817
20199998.389063664,22321323.67928165,23200010.315580573,22321330.275826227,20200015.030847993,18078695.671192672,17200025.06583234,18078691.273888707
20200025.279930227,22321335.67182608,23200017.600741208,22321350.281501,20199987.45463977,18078707.387029864,17199996.274506208,18078694.77955992
20200003.615747213,22321322.289234083,23200002.1152226,22321322.466350622,20200011.05386038,18078689.5786893,17199994.55220796,18078678.427422345
20200009.320558745,22321320.467451543,23199992.90419941,22321310.714644313,20200000.11791824,18078676.092689797,17200013.58102811,18078678.4968767
20199984.738240875,22321315.97123886,23200001.50644305,22321330.637536906,20200003.48116121,18078686.21642213,17200002.283464726,18078685.953407492
20200005.099290878,22321297.821690556,23200002.946688402,22321346.558817863,20200013.30049644,18078685.12862028,17199988.035470854,18078692.48042112
20200015.401465353,22321319.568722997,23200005.818486128,22321338.43968445,20199999.05018926,18078696.018115047,17200027.504825227,18078683.4672616
20199999.962704092,22321341.308558095,23200013.213257086,22321332.404240035,20200003.10585228,18078685.775384516,17200011.837432597,18078699.90457628
20200005.237882257,22321312.36951156,23199994.419536512,22321304.33896929,20199994.704036117,18078680.373742007,17199999.074859194,18078694.013999272
20200010.83548415,22321325.001852095,23200010.80940319,22321337.303944606,20199998.82862224,18078681.571931608,17200012.07115387,18078706.28252994
20200003.270346425,22321318.89305802,23200005.660822637,22321305.024478097,20200010.611154277,18078695.34377857,17199992.177357584,18078683.57168124
20200017.513110835,22321336.455395643,23200018.186185308,22321332.555254877,20200010.488436062,18078683.39746127,17200024.02180066,18078689.41363135
20200016.026580874,22321320.995777342,23200009.3563175,22321327.008576855,20200006.018760893,18078687.351421334,17200018.810916457,18078672.686962053
20200016.697045244,22321336.741639137,23200028.221351255,22321310.488666456,20200013.60586586,18078684.406559378,17200007.58858959,18078697.565585412
20200001.183193963,22321321.785022013,23200015.191975944,22321327.594077017,20199995.760914896,18078700.74136455,17199996.452104047,18078688.497879215
20200021.608155146,22321319.905368738,23200008.083123397,22321338.040789507,20200018.572335757,18078695.862435434,17200011.293301232,18078680.170578424
20200006.73443489,22321325.77498025,23200000.64508454,22321326.874079682,20200012.12566307,18078677.29604149,17200005.045810558,18078680.84948522
20200003.494412642,22321336.991362613,23199999.56383582,22321328.012000307,20200018.46843296,18078706.291330986,17199992.10123708,18078677.263911877
20200006.946701154,22321311.564811934,23199986.879613467,22321313.321017884,20200017.212672386,18078683.006414942,17199999.735683367,18078692.196794484
20199991.705506604,22321321.301070265,23200000.596324157,22321320.022755194,20200012.18794544,18078686.68258518,17199993.789181035,18078697.596444026
20199995.0568693,22321325.87352084,23200013.35509728,22321331.3602224,20199995.32935505,18078675.86055663,17200016.834191713,18078681.11930089
20199985.95331658,22321333.938985568,23200010.35794936,22321347.25938759,20199999.35054592,18078681.83116934,17200016.14816401,18078696.12825393
20199995.267918155,22321333.15687123,23200011.43194044,22321305.75114042,20199994.88930792,18078680.842169203,17200019.572296884,18078699.3532625
20199995.18518858,22321317.003177226,23200016.727661647,22321355.40021651,20199988.673127744,18078680.015819628,17199997.5360139,18078693.967340518
20200020.560612023,22321337.49999685,23200004.8645783,22321328.15654882,20199992.808792535,18078671.5551842,17200008.548577115,18078683.755043834
20200007.986882076,22321340.121260073,23200009.31951567,22321321.109507147,20199998.05719182,18078680.83757287,17200031.538473394,18078692.93691849
20200012.449358318,22321329.76576169,23200006.59271829,22321334.376562912,20200007.23961016,18078667.602158334,17200014.444154497,18078662.147413194
20200027.39573156,22321326.958300337,23200006.344643112,22321335.458317425,20200012.49533183,18078715.143494625,17200013.06559032,18078688.564366043
20199993.343646865,22321339.16555859,23200008.458639026,22321313.1056568,20199986.860923063,18078700.010146506,17200016.701208316,18078680.806881104
20200014.9957633,22321318.85384688,23200003.00248968,22321326.579743866,20200008.49182346,18078672.241819236,17200023.29403944,18078692.03362496
20200005.15845582,22321333.09893723,23199998.538223725,22321312.75423864,20199995.78145763,18078676.819523916,17199997.412861485,18078689.68869736
20200013.056473605,22321325.706100192,23200008.13920685,22321322.90078816,20200008.598958246,18078695.58210495,17199991.875348765,18078689.320269775
20200026.207689885,22321336.46673843,23199999.16996506,22321321.882237412,20200015.515924152,18078684.74569126,17200001.18632977,18078667.117626917
20200014.87548591,22321331.626236133,23200004.220310718,22321317.581439227,20199992.46537912,18078692.119269338,17200010.191296306,18078698.4582049
20200011.14214047,22321325.82421303,23200001.60575438,22321312.717054214,20200009.31082002,18078687.159016497,17200000.31808132,18078686.370514326
20200007.26999104,22321316.112108808,23200005.033745505,22321343.798205603,20200020.697966035,18078691.86888004,17200012.826422222,18078692.198307015
20199988.791007232,22321321.823641602,23200022.337002866,22321335.770477604,20199994.621074907,18078687.655078698,17200011.59041369,18078672.249697905
20199989.895719513,22321314.40153025,23200017.354179423,22321311.753090844,20199997.70821094,18078699.23752206,17200018.686384197,18078679.785189234
20200008.976829488,22321314.586464442,23199995.02152347,22321342.30202251,20200008.458561487,18078691.09652715,17200018.067726944,18078674.931149136
20200008.784619443,22321327.96565735,23200002.803095568,22321334.476014476,20199991.87570836,18078677.084767625,17199992.502960864,18078684.471586857
20200020.800632916,22321316.290386796,23200003.473987248,22321325.51833401,20200024.540266674,18078697.61632688,17200025.846403636,18078692.96812778
20200010.24534438,22321327.090559676,23200009.972742595,22321324.308551054,20200011.989913423,18078691.611818258,17200017.13308674,18078678.79009674
20199993.429163005,22321333.054717027,23200024.712262914,22321329.589417662,20199989.17934193,18078682.636843942,17200005.49368631,18078707.131184768
20200007.707389046,22321331.94131585,23200003.36108776,22321327.13161465,20200020.485088143,18078687.40534761,17200021.936417263,18078682.524555445
20199988.271681864,22321327.129359286,23200024.388876546,22321318.91316498,20199997.512412306,18078703.272432514,17200003.83524451,18078701.416157745
20200008.960935123,22321321.632373314,23200010.809546765,22321327.179677207,20200006.95405572,18078668.81056951,17200002.47028387,18078693.683084156
20200021.931835696,22321350.25774789,23200017.50363733,22321319.031460896,20200017.25263257,18078686.280850686,17200008.717696864,18078692.035410866
20199980.53527734,22321345.76674947,23200020.377345484,22321314.042920925,20199994.43239897,18078704.270520806,17200020.65913049,18078695.06667934
20200020.99428499,22321334.853622038,23200018.237158824,22321321.204721108,20200014.88301853,18078682.21549435,17200001.5097603,18078696.66673661
20199987.953758713,22321317.862657137,23200007.134757288,22321338.055421013,20200012.05291464,18078675.76474658,17200004.783797055,18078682.217323814
20200011.3822135,22321335.588098157,23200015.79449925,22321337.264675234,20200019.079632238,18078682.977669004,17200007.571444355,18078690.026108295
20200024.75620418,22321325.764878567,23199980.833681162,22321327.219170213,20199999.02563101,18078684.015455347,17200011.857790265,18078688.678852547
20200010.577828545,22321318.125037152,23200014.57685708,22321315.452337112,20200029.70447178,18078673.014645398,17200026.99512677,18078697.787831467
20200007.51373591,22321337.11330946,23199998.978903443,22321332.58617971,20200012.775593452,18078692.544931225,17200023.88300176,18078681.398230314
20200010.43286663,22321324.797382053,23200012.74681283,22321338.811518084,20200002.27416512,18078690.372139055,17200003.987520177,18078682.891142767
20200007.024635803,22321336.08122402,23200008.174231686,22321332.893524546,20200021.719786093,18078690.371478885,17200013.16226827,18078674.6856547
20200010.589693762,22321315.61228126,23200028.96945249,22321333.938826025,20200011.066810843,18078691.365001872,17200012.30541792,18078689.56907236
20200000.995896887,22321321.94007298,23200015.685747366,22321329.973111536,20199996.26991083,18078688.345964693,17199983.321248006,18078681.75254894
20200017.667024985,22321330.73575855,23199999.004410304,22321334.79439306,20200024.337904993,18078679.66351127,17200027.06373014,18078708.7384532
20200006.691101227,22321316.61442773,23200010.8596645,22321332.744266275,20200007.513720818,18078685.87496957,17200009.442869525,18078684.90093922
20200014.567476247,22321338.217717875,23199992.0586735,22321323.97807204,20200014.003276985,18078673.629843954,17200005.826969873,18078692.177061006
20200032.9248967,22321336.32180141,23200011.212344594,22321318.755295023,20199998.360980988,18078685.699396685,17199993.81460985,18078673.66839241
20200002.966245417,22321329.35921677,23200010.169956595,22321349.422782704,20200010.738384366,18078677.629130773,17200006.99311167,18078687.78691279
20200010.680781372,22321338.52486013,23200004.177197482,22321332.146275047,20200011.733277153,18078675.725794703,17199996.650512014,18078679.594632976
20200020.14610262,22321348.448013656,23199996.359557077,22321341.689710055,20199995.849829692,18078684.874401573,17200004.160514016,18078694.448674068
20199978.906575855,22321325.71115834,23200001.93266434,22321316.793570247,20200012.423850924,18078683.577933323,17199998.013498306,18078689.713010218
20200001.667990115,22321324.100010246,23200016.10807051,22321324.0151479,20200024.249860615,18078707.781674635,17200016.96264427,18078672.097745337
20200014.163546473,22321329.755890336,23200010.168509535,22321302.82776458,20199985.97651993,18078702.70122129,17200003.86714471,18078676.077026088
20199990.577598754,22321321.320023626,23200005.904168554,22321314.350244135,20200014.523073476,18078680.27599944,17200025.45078781,18078690.286792614
20200012.714869265,22321322.337255795,23200000.111326136,22321342.89786094,20200009.894760754,18078693.376735605,17200016.371077888,18078691.417001396
20200006.278307673,22321321.31504379,23200019.02245437,22321325.863548324,20199999.55731245,18078711.560715333,17200012.302487314,18078693.89105347
