carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
111258945.93454956,127156200.10533944,129340730.01970226,125484627.71399882,108517534.06497356,97987120.55752307,100322370.33422872,99962874.4628859
111259005.22865526,127156130.83211266,129340795.70788784,125484538.08866017,108517487.95528832,97987070.13132678,100322203.20260996,99962830.62473346
111258899.57929695,127156222.77326901,129340777.61167371,125484546.54552782,108517483.19509107,97987088.01443101,100322304.24790494,99962778.36830314
111259022.12544262,127156235.98368344,129340700.32296006,125484612.45938747,108517548.43590629,97987066.67909332,100322286.33102623,99962872.86704974
111258958.3999464,127156288.54244417,129340767.88651043,125484684.66992232,108517506.71099463,97987081.41991003,100322376.61993833,99962785.24641
111258956.95731151,127156252.7565421,129340804.98694773,125484474.82145159,108517582.23396319,97987106.10739513,100322224.73324397,99962812.26614317
111258895.39310533,127156182.9852667,129340783.22072019,125484539.31746303,108517530.13263777,97987047.18428804,100322255.48163593,99962927.53791937
111258977.59986712,127156285.64425729,129340793.74113919,125484503.41620846,108517599.35904159,97987137.1373995,100322240.807479,99962891.3340178
111258936.13831207,127156206.79646826,129340799.40166575,125484577.64630596,108517463.14029258,97987040.02487774,100322338.86777493,99962767.79438451
111258847.89817251,127156243.79464385,129340770.22095743,125484461.94242775,108517555.25825004,97987187.61151575,100322299.28800033,99962889.38153952
111258904.63073412,127156272.47166431,129340825.48835415,125484584.65429662,108517502.97351679,97987223.85569434,100322303.42319559,99962914.82303567
111258925.70851061,127156332.72566715,129340716.88610904,125484636.40770636,108517514.5537285,97987031.63732441,100322342.49292213,99962801.54360513
111258930.32463849,127156331.81172346,129340707.33565637,125484569.48339884,108517505.63651687,97987208.2262775,100322281.59840283,99962931.59294878
111258955.23708287,127156304.62706886,129340757.27788737,125484497.82005537,108517518.86305079,97987164.30328563,100322321.2801925,99962879.2546562
111258966.68093504,127156205.06412259,129340742.62321848,125484487.83932388,108517639.01807103,97987123.54855303,100322416.5849517,99962877.74321885
111258878.94069912,127156265.55109723,129340748.01220198,125484534.96447091,108517453.8802884,97987124.12068826,100322325.1269053,99962785.51363088
111258989.26285174,127156191.1488015,129340711.95418616,125484573.69871782,108517532.18248874,97987088.41363855,100322221.25460015,99962781.87618566
111258908.68200414,127156294.34090854,129340753.64199735,125484563.46746337,108517533.50792831,97987232.32983108,100322317.7601147,99962775.17097291
111258934.92501669,127156275.43746144,129340742.46741673,125484498.81708144,108517557.07513069,97987117.15075576,100322314.68964696,99962848.72106938
111258838.85658292,127156286.19248976,129340883.61137153,125484509.39136839,108517503.06432244,97987074.14864042,100322358.68183851,99962939.93456694
111259067.79205467,127156188.87116842,129340689.27678868,125484561.86877994,108517645.49209507,97987121.44913481,100322324.77716774,99962805.99018021
111258990.53091049,127156278.61772656,129340809.12179591,125484546.9491806,108517516.5632121,97987138.26327226,100322333.72237055,99962841.32357846
111258974.19229588,127156302.14793356,129340779.38392733,125484509.53745738,108517517.57310843,97987031.70869379,100322299.79150495,99962893.77895206
111258892.07284012,127156291.35365094,129340736.53336786,125484537.32893166,108517590.02975744,97987092.8284385,100322347.88217531,99962851.19042338
111259005.61667803,127156294.90663686,129340724.89858167,125484490.90895452,108517544.16710576,97987021.33207989,100322282.23628737,99962884.86236389
111258901.62662427,127156233.57401127,129340788.51324898,125484565.25784595,108517575.055635,97987158.19841869,100322407.55156896,99962870.10929647
111259042.9049794,127156296.63241373,129340826.79709007,125484670.39957929,108517430.15071738,97987219.79689462,100322256.23931077,99962888.54575054
111258929.05774008,127156226.29744974,129340745.43731521,125484524.24948394,108517554.15525737,97987126.21445261,100322247.20406994,99962802.6097691
111258959.04855432,127156216.72092257,129340697.01639216,125484462.47297011,108517496.69650935,97987055.34290445,100322347.21993348,99962802.98653509
111258829.86146294,127156193.1040966,129340742.22033192,125484567.16896395,108517514.3620381,97987108.54071976,100322287.83479835,99962842.1590475
111258936.8936217,127156097.72749501,129340749.79947978,125484650.83521102,108517565.96442722,97987102.82823642,100322212.96482033,99962876.45642163
111258991.00882204,127156212.01370823,129340764.87700023,125484608.17149363,108517491.07912353,97987160.04750162,100322420.37191112,99962829.09525369
111258909.88337004,127156326.24601428,129340803.75805637,125484576.44206509,108517512.38370878,97987106.23753175,100322338.02995485,99962915.47990903
111258937.60268313,127156174.16183166,129340704.99129334,125484428.98488067,108517468.25351422,97987077.86121352,100322270.99019076,99962884.52317749
111258967.0086331,127156240.557762,129340791.13287652,125484602.20495248,108517489.91594228,97987084.13785572,100322339.28157203,99962948.99605606
111258927.24959157,127156208.44312233,129340764.06056753,125484432.57828943,108517551.82274769,97987156.48154403,100322234.72005802,99962829.65824203
111259002.09217338,127156300.74722126,129340829.86716466,125484577.23075952,108517551.18073031,97987093.74766485,100322402.0756324,99962860.33477636
111258994.2959383,127156219.50869991,129340783.48085338,125484548.10282865,108517527.68049693,97987114.49191734,100322374.68902378,99962772.44821768
111258997.821915,127156302.24557897,129340882.60288554,125484461.29309894,108517567.56628387,97987099.0340518,100322315.71882983,99962903.18602443
111258916.28450654,127156223.6537571,129340814.14339353,125484551.17671393,108517473.78980641,97987184.86656694,100322257.20295228,99962855.53273113
111259023.61651962,127156213.76776597,129340776.80150542,125484606.06449012,108517593.67687644,97987159.24827252,100322335.18638024,99962811.76968938
111258945.45912272,127156244.5990632,129340737.70681019,125484547.3845821,108517559.79024962,97987061.67134821,100322302.35962512,99962815.35964729
111258928.44268194,127156303.59525903,129340732.00673297,125484553.364914,108517593.12816912,97987214.03453054,100322234.33060405,99962796.48047169
111258946.56923552,127156169.94746935,129340665.37386587,125484476.16737944,108517586.50958288,97987091.67309742,100322274.44001265,99962874.97423966
111258866.4925149,127156221.12089163,129340737.42564914,125484511.39692177,108517560.11281164,97987110.99448068,100322243.20628725,99962903.35013382
111258884.08623122,127156245.14915316,129340804.46917693,125484570.98696609,108517471.52854213,97987054.12717551,100322364.27327839,99962816.74987374
