elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_7,elevation_8
72.48173402428066,49.56324959418945,59.672603436484366,33.34306213341359,78.12178838143844,27.302492489204514,61.44841742076147,15.622164470493045
72.486559933907,49.5691223247735,59.67227799838459,33.361843632680554,78.12992407358577,27.324473291378755,61.4628659180972,15.636414668937343
72.49064789176319,49.56312307522488,59.664004380898334,33.36979875926258,78.13100564022166,27.309820672252723,61.45149199077516,15.634183127682718
72.49307099764731,49.56904307529311,59.65727482009914,33.36402952596999,78.14208869233846,27.31138613131074,61.46693997640416,15.623160075583344
72.4908350009947,49.58163400411807,59.64484488312096,33.37254857482024,78.14211328611866,27.31308384245938,61.45244241629118,15.631575412478359
72.48230387778648,49.57102555887031,59.629218701601644,33.36755578267858,78.13827771249503,27.316745951619282,61.461352856243835,15.652907913999883
72.48549759742944,49.58601795441496,59.626368166476944,33.36203894901113,78.109416799872,27.31674672957662,61.44670636253205,15.651680045581674
72.48940304788081,49.58752055956302,59.627423755687005,33.376373041338745,78.11493341024881,27.30501888936139,61.4638307666302,15.643231391159535
72.48077602596459,49.59333166511561,59.649349664054924,33.38991010880237,78.11138434098235,27.308409945329284,61.472081871032756,15.62599116805874
72.49565417202422,49.59036370117618,59.65868879687987,33.38464652148366,78.10958665054775,27.314617237426923,61.46795875220956,15.627042047451335
72.50235203723234,49.59368100972162,59.665457036090956,33.373135899445714,78.11906205543826,27.30778328478451,61.47482138540024,15.619706070844202
72.49581690474074,49.58767894043782,59.66191547247316,33.367842440706795,78.11519454504298,27.320595226146317,61.48334257250668,15.611768447197948
72.51188248298604,49.58541658660017,59.665837756300334,33.375719673642216,78.12806364521285,27.32177897781208,61.48791004317454,15.60029929303846
72.51137728385862,49.58941026792429,59.679222787829005,33.385657594928624,78.14257918444419,27.317257590867328,61.49623536829282,15.595272217690027
72.51908762534423,49.59003201884398,59.682120052129285,33.386853565231334,78.14598624295908,27.29949213368438,61.5041866078528,15.602557021554853
72.51617048684639,49.569964592580725,59.68700309251295,33.375159144289185,78.1488739408448,27.29543722997972,61.49643250023074,15.606913029090219
72.50508523955006,49.570139781278016,59.68990478890705,33.38643951610838,78.15644032164899,27.296031847669052,61.50326994977051,15.596388016704879
72.51087666942885,49.58552586280201,59.68137439462366,33.392486923024926,78.16650621190917,27.28959119475882,61.50255534428014,15.599270883494366
72.50228783647782,49.57592896557327,59.68094952307253,33.389856056948275,78.16406489454366,27.30456242720323,61.50267829839151,15.589542824543496
72.48991062143767,49.573270855506635,59.67663627646321,33.374797845854886,78.16127053063838,27.301939316878325,61.49177721192379,15.585676031995558
72.48266135253651,49.57562428978723,59.683409465362686,33.38800775620617,78.17302826660155,27.296057370972957,61.509052777044595,15.574325009632345
72.49613587143284,49.57596980877399,59.68446046643116,33.38550814472525,78.17729361229088,27.312288772573574,61.519186671681204,15.568464248603078
72.48898069598867,49.55916537714414,59.6721262005365,33.38857206072762,78.16606627040996,27.321896237730492,61.53462731396308,15.574554254891227
72.49755255143343,49.555173083887695,59.69010440545319,33.3806442638482,78.15089940104033,27.318180574901767,61.54986896409197,15.56885866011592
72.51069419291831,49.56535352761784,59.688320363405765,33.37221710321046,78.15844520794069,27.311066570642588,61.53772894959319,15.593054010047535
72.51510264569892,49.56213747995131,59.708989708339615,33.385104421440246,78.14740227905091,27.315173854063488,61.54246920890949,15.588866110817458
72.51465791549066,49.56242342035261,59.708205370552115,33.3914435134342,78.12942399308153,27.321728443210016,61.54173819729534,15.582064884665709
72.50907560773197,49.55534823614772,59.707300297608704,33.39858830586702,78.1275116067135,27.310975220770988,61.55540610244478,15.58797708409655
72.50662921105494,49.56617529751772,59.704777649233485,33.417396348878526,78.11387660443582,27.32142048246115,61.556625159779195,15.604101130041785
72.50236506434307,49.57177692678875,59.7102029268263,33.42029452288993,78.10237433977848,27.343417159167483,61.5643641595125,15.601918399191169
72.50179499552272,49.563233515409586,59.70248240508743,33.41148824555342,78.11230958170901,27.335557309328887,61.580670434479394,15.610016699475699
72.50544021496117,49.5447444296117,59.70650053107813,33.41180013562076,78.11537088510286,27.33511857313366,61.59528467231486,15.60076369577103
72.51045164831098,49.559448442971785,59.7179931280355,33.41825471568018,78.11034694377531,27.352782796340513,61.621573440343546,15.5996060563295
72.49002776405112,49.55072538430906,59.72082217683724,33.3877163457223,78.10323676219511,27.36726135385553,61.61545386945995,15.599781593465675
72.49563088393757,49.554229342885684,59.70873580046315,33.38656322477,78.10823678180432,27.367132333976894,61.61501972620421,15.595566494531923
72.47949731544095,49.56087731715017,59.710307663881025,33.38370412529188,78.1073571265016,27.376140782780535,61.62250397361372,15.58381817285037
72.47128205160787,49.5613562588242,59.725963966896686,33.36616669847638,78.12537602369382,27.36702320498255,61.632867353044126,15.586040725049054
72.48947846447476,49.57892856758454,59.714379238273054,33.365204129040336,78.13860609427415,27.371880665938622,61.626593150401284,15.574922801681023
72.47213531315592,49.56212207431188,59.70128139707884,33.3671086167435,78.124497430312,27.359995942290535,61.62044195408527,15.5837444889694
72.46359230527817,49.5589522081222,59.69980808728632,33.35715110226228,78.11386714897988,27.354689213151914,61.625482556230416,15.573901182475277
72.4550888254445,49.572654560436234,59.69933972996571,33.33850201938885,78.1221897439508,27.366037859723274,61.60049670425746,15.572310384941325
