azimuth_1,azimuth_2,azimuth_3,azimuth_4,azimuth_5,azimuth_6,azimuth_7,azimuth_8
76.39328780720936,319.3400719756644,314.78549018014735,89.7175173661786,274.0844790122157,287.3205796783798,108.60215210074074,239.53760535439426
76.3697872938604,319.33476734539033,314.79625167773696,89.7018740849542,274.1032925831546,287.3395738850834,108.61643838795277,239.53391145002072
76.4232770935833,319.4154604700938,314.8053822065363,89.67054061158325,274.1454037325675,287.43791551166305,108.62708059034397,239.60076088287292
76.42894636609691,319.44168941827775,314.73257113264515,89.63410765076259,274.161093058266,287.40209502235456,108.53496099575064,239.59373266700103
76.4159551999124,319.5017783627587,314.69302653260115,89.6460309584909,274.1840291973132,287.3345685120504,108.46271613249714,239.5093418293994
76.45917731467118,319.4956305243477,314.7302065351052,89.67233580422507,274.25306469682266,287.36138031540656,108.48261160185262,239.48378328419253
76.50805556728982,319.57392709583854,314.6460169352707,89.67714476016458,274.2484796984502,287.36995114628763,108.47912271737093,239.59079019110817
76.38213404580495,319.65663835918286,314.70173012502363,89.67276707357556,274.2527345128677,287.45919226813305,108.46641873464687,239.59274760850622
76.37979046549809,319.5584251107345,314.7506205497197,89.74917305704771,274.3395685567853,287.3597365812223,108.4098881587604,239.61086660473913
76.35796173258373,319.5626261901941,314.7058031660641,89.65775202693514,274.3392519757047,287.27984042029175,108.35783469121846,239.68218039847602
76.39679486216485,319.6121124277888,314.5845360541902,89.65508149387044,274.29139528113905,287.25994994550655,108.35459477709384,239.59213794188207
76.38065499260885,319.54126676649133,314.65010325971315,89.74794051790089,274.29903940489015,287.2465542683212,108.41719448758766,239.5292972843783
76.40868731795258,319.5275837040433,314.7171748047188,89.72064303249037,274.3237421680053,287.2915382660554,108.39183412778699,239.55817988558772
76.39619850453472,319.55823414646204,314.7870715334306,89.71364822293435,274.29357194412586,287.27834654030755,108.32090855583034,239.53366029306795
76.31842316885833,319.615407264452,314.81365919093827,89.75597603281891,274.3390879636457,287.2411231938082,108.32883871126177,239.50137929030714
76.33983286446936,319.5582139930163,314.90193453952116,89.80349090440845,274.3192247501535,287.21175604309747,108.2730386719688,239.3969919988563
76.34119470990458,319.4887089296577,314.8951045510341,89.76447988381345,274.31520001906836,287.23540136071955,108.30594305439755,239.38184682841285
76.31846884461028,319.43918284738174,314.8990638610814,89.87120035071115,274.18346845494625,287.1994543820826,108.36756979960576,239.3256335266701
76.29044871350209,319.3896172655218,314.8675156621087,89.88629033021398,274.14254462959417,287.19150259119783,108.27951125142721,239.27712457767618
76.37741189618325,319.4542520693441,314.82093689788803,89.90072074082009,274.1725937220197,287.2886946004101,108.29142495486346,239.29577118233928
