doppler_1,doppler_2,doppler_3,doppler_4,doppler_5,doppler_6,doppler_7,doppler_8
-0.22030456072770593,1404.5584428768964,1994.0189236179544,1392.858401425864,8.84378576054371,-1422.9496186956699,-1993.475764704773,-1410.5087444325281
-10.352914142350283,1407.1860226015174,1991.324233760371,1422.240102289222,18.28766650684736,-1405.1911542721496,-1998.8514254478705,-1402.3233958307303
-4.382496295747424,1431.1576446710098,1995.1254754543888,1416.7917998623986,13.649453450650585,-1414.972281809789,-2009.0379869886517,-1402.532679633267
21.09479964251007,1415.7206140573442,2010.1606509077951,1422.1916853679375,9.797361286036733,-1398.2168250798672,-1993.2022819645981,-1417.351282238754
16.717477619998657,1417.3459409387044,2010.583334683871,1421.29392380775,10.70697450024246,-1396.3358264626006,-1987.1193806828473,-1390.4126797555614
14.97906823633985,1433.1714691150958,2027.8439162314226,1429.3842918516225,19.972626837470468,-1401.0592081050947,-1996.8636295467,-1391.5490982958577
25.17721687234131,1451.9118337658886,2020.7201077336902,1422.1114209121583,-0.5540122568894468,-1405.6339860471346,-1990.5871026340276,-1387.9442228440003
23.95376479816226,1432.59646174076,2019.809024920073,1439.7393551649848,15.354100373271255,-1389.1220066653732,-1968.8847399948772,-1390.4584252977543
37.265951809311204,1461.3938927847018,2024.8840437601307,1432.2361676291491,36.79333414712267,-1392.962667678012,-1962.3643436290447,-1397.574739487676
22.66636433386308,1443.1525864105945,2028.593653989367,1431.178652080757,12.499906281639392,-1374.4499654725848,-1968.0252887597426,-1387.1742083842198
56.868010974535196,1449.0320943585673,2025.6544316022214,1435.4277379395048,27.352331313295917,-1371.9666237923238,-1961.5914394170452,-1387.586979361431
35.74091134600682,1450.6770954838391,2017.7263414951826,1443.1978347755723,39.97413247092075,-1376.4350904011537,-1972.647396382834,-1358.033685020269
28.299532410595717,1460.028852883394,2056.5377637565584,1446.9615454180962,47.6138612643306,-1367.1399875372554,-1960.827695422065,-1385.4057204652124
33.237158636863086,1458.5663486922185,2048.834037535243,1447.164094333748,47.27412918399982,-1383.9766577262526,-1969.213481890839,-1363.6934023451868
25.77897227490956,1457.8098673119705,2037.0806294534816,1450.5884736914763,31.64448153024043,-1373.8144454995129,-1944.1035322769164,-1374.1964004644944
44.55269294049404,1442.7789637140831,2050.205762855247,1455.5670133885048,44.631906117908585,-1369.8536396321497,-1955.3813873885813,-1366.7603058575341
52.22863036381179,1471.4899081495541,2057.737272417614,1453.1707370271893,49.02772014648875,-1358.019125117661,-1959.0840991893074,-1369.8684641791222
42.18732169501237,1453.0846139462317,2055.131977658774,1466.1876428262701,47.19107160664672,-1356.7537141736013,-1947.8178999985842,-1362.614562551458
61.292366937770474,1467.6231096571373,2076.210492119722,1479.4212869088203,64.64048714559836,-1352.6913001624123,-1950.4426675913487,-1372.7039911034024
69.74021509806472,1478.4766730319195,2041.7631851285796,1470.077387715483,70.65505595594553,-1359.9221723342669,-1946.3033185972506,-1367.3919615366692
47.570555899408006,1470.4357176513147,2075.4240074557497,1490.645319103951,62.46979097108475,-1344.029648615503,-1934.0670858643255,-1348.2545492848678
68.87908845059174,1457.3236512739354,2057.589244934938,1483.2409006167702,81.4456030782532,-1355.1496664748338,-1940.3831803849769,-1359.8792346182101
69.31259143921321,1481.153541180298,2056.5469360349416,1480.4337371665736,63.530743113466485,-1344.7835352863142,-1915.1089966966858,-1350.037533281874
