carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
108100642.72828771,125290630.48276526,125916963.87742865,122448579.73768327,107451496.90820251,100437655.59300888,97470226.24601269,104367089.23838156
108100621.03560105,125290767.58354159,125916944.54104139,122448710.487774,107451443.90686333,100437678.00223894,97470128.77953553,104367020.97024179
108100747.46218328,125290698.57829945,125916852.97636257,122448614.66311827,107451534.40805501,100437728.78126697,97470337.71080814,104367065.04160866
108100680.18713708,125290590.76454663,125916929.54600969,122448679.31024632,107451581.66690828,100437718.02676852,97470278.176764,104367085.54055133
108100719.18910855,125290706.07135524,125916892.3321536,122448713.9189137,107451453.73161973,100437699.84529395,97470143.32483943,104367073.77218936
108100738.20124297,125290606.12878072,125916862.7926172,122448635.21736275,107451446.20952247,100437718.67227757,97470227.22826205,104367033.3491665
108100623.66343127,125290617.3293181,125916967.34247704,122448631.5204253,107451485.84583996,100437676.37614383,97470251.39914393,104366964.74785438
108100582.46777014,125290642.81128381,125916767.75666544,122448555.91590084,107451412.32556677,100437645.84367493,97470330.07871868,104367100.78510107
108100612.3166816,125290658.4384447,125916954.07359827,122448636.54794423,107451434.81482966,100437756.78486119,97470199.1005282,104367024.73282717
108100679.27993041,125290672.71890034,125916923.65306745,122448660.65453836,107451408.00441891,100437757.17786054,97470327.97804414,104367058.09681071
108100739.6660666,125290664.04827698,125916933.45464738,122448639.17024988,107451419.59699976,100437657.80751306,97470181.84697738,104366956.35132319
108100635.36417083,125290624.42967698,125916916.86673239,122448643.69228208,107451447.4903147,100437600.6901963,97470222.71212347,104367046.93455502
108100673.77579078,125290703.7351358,125916925.2549422,122448665.96832255,107451459.76992425,100437694.8894858,97470140.33169013,104367046.04518297
108100742.43997125,125290536.34398878,125916877.54553483,122448614.29621035,107451378.71867591,100437719.72402063,97470305.4621286,104367062.43816967
108100689.75751306,125290699.14685795,125916864.00801572,122448635.72735731,107451472.18393809,100437623.49747275,97470260.74831934,104367095.288487
108100620.88058527,125290689.71896681,125916837.52193758,122448674.65713526,107451454.45210469,100437659.23959939,97470233.5225577,104367072.34489042
108100490.63269642,125290648.24347389,125916811.7430298,122448634.71992734,107451386.42740901,100437674.62393238,97470246.5789341,104367006.27738796
108100747.57264155,125290715.75678834,125916871.82259616,122448664.69675155,107451574.58457258,100437670.39863633,97470245.33217847,104367015.91348639
108100705.9247463,125290592.37420933,125916777.67045961,122448656.90985142,107451424.63636445,100437735.09469925,97470284.1752462,104367070.67992555
108100672.8328762,125290600.06103642,125916905.88282126,122448598.56338479,107451428.29644671,100437626.88327596,97470248.69121101,104367118.98717517
108100705.50646266,125290640.46736039,125916841.06162211,122448681.98543987,107451478.26994325,100437623.01794264,97470106.17195459,104367065.05992761
108100645.74008931,125290614.60993919,125916922.04321995,122448602.25903507,107451394.0915118,100437742.75719707,97470196.3542233,104367105.9002407
108100821.13293207,125290715.9824452,125916828.15675159,122448732.74636874,107451425.28439908,100437724.91259646,97470162.63298897,104367096.24632636
108100667.0736678,125290611.69624433,125916878.05630296,122448615.49401641,107451347.8884914,100437741.75245543,97470180.96417816,104367119.42601354
108100682.1058736,125290588.0094781,125916913.82115337,122448618.34878333,107451464.53111273,100437740.3191549,97470265.4581462,104367088.04820594
108100626.00480056,125290673.75936384,125916959.9993795,122448635.5835946,107451463.20312701,100437676.98659031,97470195.4561417,104367131.07201025
108100587.67274557,125290597.87873107,125916784.80061963,122448674.08112955,107451401.15325256,100437743.2515141,97470162.69169854,104367024.91474399
108100560.8697623,125290596.373748,125916935.06206092,122448665.1656845,107451420.39408639,100437701.438969,97470186.73499086,104367139.83955555
108100578.46240778,125290621.84832364,125916903.83674832,122448613.16176781,107451420.67906934,100437693.98138848,97470214.80755487,104367127.42309624
108100808.61916836,125290658.86396192,125916764.15014707,122448695.30516364,107451486.99819997,100437747.82849324,97470185.85916808,104367042.43587108
108100629.95138882,125290551.49353187,125916931.42624758,122448597.85625923,107451486.40016706,100437680.64754046,97470209.30226159,104367127.40266149
108100566.02975655,125290655.4624839,125916904.94460347,122448642.90747909,107451440.23281385,100437671.50942542,97470265.55388458,104367092.35559374
108100738.97505341,125290647.8896153,125916903.61570254,122448598.32140993,107451512.2724636,100437599.51056126,97470293.62974684,104367056.79231028
108100800.98754773,125290589.85621397,125916893.8765947,122448591.83578229,107451403.39314832,100437658.10481541,97470100.98337828,104366970.59490682
108100824.42705302,125290610.40872304,125916906.84819847,122448707.85795029,107451402.75428602,100437558.1030549,97470204.70746912,104367115.54251003
108100838.23900287,125290573.37432222,125916851.8379214,122448615.3519159,107451556.48990552,100437626.56296651,97470198.01647845,104367130.53483716
108100738.17299558,125290697.47998048,125916897.1446649,122448730.43510371,107451528.35678326,100437612.02955288,97470181.55401152,104367082.88410908
108100561.30475926,125290658.24267085,125916881.80951688,122448627.48163645,107451512.46480834,100437717.61889581,97470167.25894053,104367173.54982892
108100743.98773324,125290619.95422757,125916953.26597297,122448664.88463975,107451485.93847312,100437551.82955009,97470176.50299992,104367052.00797966
108100753.18260399,125290618.58076823,125916878.61191687,122448734.51038769,107451370.10154589,100437676.87914717,97470207.1697395,104367052.71178117
108100688.52364933,125290504.8766242,125916864.31475155,122448526.75988348,107451374.49123797,100437768.6210137,97470274.92291564,104367132.54999906
108100652.28372556,125290652.5532933,125916894.97838624,122448699.82986644,107451432.8245048,100437636.37128703,97470242.5221578,104367044.7584287
108100676.18583182,125290691.42787601,125916925.30995202,122448612.24686752,107451384.90198609,100437738.93869954,97470218.33896795,104367090.40473604
108100722.97071604,125290681.14784396,125916823.88545659,122448617.05634257,107451464.43095171,100437702.76851307,97470243.89963044,104367012.4747574
108100667.28207709,125290704.22546571,125916830.9826129,122448588.1807165,107451443.90255411,100437690.19825599,97470231.07223165,104367182.27540903
108100744.00596513,125290660.22344951,125916957.60614713,122448650.15209049,107451542.34459558,100437709.43886153,97470262.89990406,104367044.83426423
108100741.04567656,125290644.87605582,125916862.50398794,122448804.71437714,107451491.51146573,100437705.7028052,97470220.206023,104367062.3695328
108100606.12777193,125290646.82525297,125916877.81925386,122448569.49833356,107451415.34186628,100437709.37147935,97470313.88710439,104367111.15842572
108100638.6500584,125290670.42484438,125916844.21964882,122448659.13435374,107451424.3351357,100437732.12333539,97470232.9712605,104367055.26297818
108100607.8795181,125290595.69558981,125916845.50949594,122448489.80253418,107451453.8173542,100437689.53905869,97470128.62069009,104367108.22137128
