pseudorange_1,pseudorange_2,pseudorange_3,pseudorange_4,pseudorange_5,pseudorange_6,pseudorange_7,pseudorange_8
20199998.41373644,22321324.03559713,23200021.99342336,22321315.901195236,20200016.144213293,18078683.751420088,17200008.262451183,18078691.29454437
20199994.281585775,22321350.126391865,23200018.31126389,22321340.785392955,20200006.05611218,18078688.017688148,17199989.715876043,18078678.304726392
20200018.34475957,22321336.99290957,23200000.887073446,22321322.5475756,20200023.280512143,18078697.681412585,17200029.471980084,18078686.69256794
20200005.540337306,22321316.480448816,23200015.45848457,22321334.851728447,20200032.27404211,18078695.628980346,17200018.14228515,18078690.591642514
20200012.96293553,22321338.42317576,23200008.375277642,22321341.43910704,20200007.926275484,18078692.172695354,17199992.481232584,18078688.356698822
20200016.58143003,22321319.400968187,23200002.754927475,22321326.460091818,20200006.491771378,18078695.75723296,17200008.4475093,18078680.659909923
20199994.785238013,22321321.533460844,23200022.652033713,22321325.757570427,20200014.040422168,18078687.70794686,17200013.048822857,18078667.606473066
20199986.947481006,22321326.387743194,23199984.66867942,22321311.36848587,20200000.046497647,18078681.89838474,17200028.020026177,18078693.490602955
20199992.626585584,22321329.358379174,23200020.12971755,22321326.71402023,20200004.326523963,18078703.012226127,17200003.09546986,18078679.021001626
20200005.36635709,22321332.074067507,23200014.338281598,22321331.299817935,20199999.224853665,18078703.085140903,17200027.624781806,18078685.37102463
20200016.86202696,22321330.42923543,23200016.20353288,22321327.211593956,20200001.434450675,18078684.17340474,17199999.815336917,18078666.011148855
20199997.014400464,22321322.883694947,23200013.04477896,22321328.070868164,20200006.73956483,18078673.30358784,17200007.588480987,18078683.246675488
20200004.320597205,22321337.972143386,23200014.64305362,22321332.31163718,20200009.074772652,18078691.23375837,17199991.912491307,18078683.07702476
20200017.388152886,22321306.11855545,23200005.560422238,22321322.47782021,20199993.6532639,18078695.954894736,17200023.337274887,18078686.19522386
20200007.364983696,22321337.105294727,23200002.988410473,22321326.558909345,20200011.43778042,18078677.64318334,17200014.827919442,18078692.448967263
20199994.25634573,22321335.311977904,23199997.946654037,22321333.96223838,20200008.066774763,18078684.44923075,17200009.645046152,18078688.080755882
20199969.471424077,22321327.4144227,23199993.04068406,22321326.364201102,20199995.121355485,18078687.373480175,17200012.130708095,18078675.507018507
20200018.363820203,22321340.261056364,23200004.47720154,22321332.06810149,20200030.92667792,18078686.569066882,17200011.893632393,18078677.342266068
